Date,Open Interest,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts
2011/8/30,955019,151656,353609,38922,111426,135373,201447,6075,49125,56302,19037,241003,873830,915650,81189,39369
2011/9/6,1007750,152744,366582,41256,113171,145885,202824,4980,58134,64274,20614,257254,922370,966620,85379,41130
2011/9/13,986214,145941,341340,42620,114842,158491,192080,6313,51249,61732,22771,254654,906767,949660,79447,36554
2011/9/20,965320,147898,339159,45571,106098,155375,168642,8320,51612,61565,18855,250502,881165,929920,84155,35400
2011/9/27,824865,144718,313052,55270,86688,126609,144046,14544,38392,51451,22199,189978,750464,791462,74401,33403
2011/10/4,804393,137575,309940,58105,81946,123280,142320,15071,31649,51710,16645,193933,738573,772464,65820,31929
2011/10/11,806727,135415,311412,53478,81460,127380,143718,12081,31949,50588,14203,195776,738304,774261,68423,32466
2011/10/18,794999,136462,310463,54309,74476,124646,139993,12304,31839,46764,14468,193100,727112,761295,67887,33705
2011/10/25,809584,132511,314315,47748,74722,127311,152470,13624,33338,44665,15169,197532,735575,776010,74008,33573
2011/11/1,785989,127007,315076,43030,77315,125342,157392,9113,29730,43184,13408,185560,711245,755542,74744,30447
2011/11/8,845013,125890,323445,38142,86444,140565,174089,7061,33335,48963,15011,193933,754919,799794,90095,45219
2011/11/15,838080,127932,323594,30982,85527,143751,180024,8392,30103,47342,15176,197537,757672,804081,80408,33999
2011/11/22,678699,122214,287624,28838,75246,103378,158327,9071,20240,46572,17027,123469,603038,636055,75662,42645
2011/11/29,646836,111379,280517,28949,74219,95462,154120,7822,19223,44257,16227,122899,576290,616370,70546,30466
2011/12/6,655854,102407,282010,28681,74964,96358,159210,7863,21561,47173,16053,127355,582745,626164,73109,29690
2011/12/13,654915,107830,280099,39885,67759,92414,145554,10437,23932,44874,16823,130767,585255,622230,69660,32685
2011/12/20,666530,110812,267961,48683,65094,95879,131086,13935,26408,43588,19835,145181,601637,634293,64892,32237
2011/12/27,624191,110347,262733,50400,67580,87225,126992,15073,19757,41904,17917,125636,562261,595920,61930,28270
2012/1/3,642722,111435,261277,49652,67586,92255,128430,17836,21614,42384,17192,133689,579460,611450,63263,31273
2012/1/10,644348,113808,262179,44445,70483,93194,126619,16120,21518,43714,14777,136526,579825,614798,64523,29551
2012/1/17,667548,115531,278900,42442,63008,105955,129904,12926,24360,44198,15169,138888,601279,639206,66269,28342
2012/1/24,663855,110071,279969,38033,61425,105335,138142,11205,20151,44049,15959,140560,596340,634603,67515,29252
2012/1/31,660852,104818,285422,24175,71649,106180,165702,6193,22525,45995,17318,126276,595672,635564,65180,25288
2012/2/7,688505,102356,291428,23980,75525,109298,179384,6212,25577,43960,21441,134370,618925,663851,69580,24655
2012/2/14,672325,102553,282929,24568,71751,108486,171383,8427,23381,42855,22011,132832,606058,649817,66266,22508
2012/2/21,714931,102813,296330,24253,81843,111159,187996,8864,27221,45114,22609,142213,640769,690239,74162,24692
2012/2/28,737521,101607,305059,23545,95711,109130,205525,7973,30542,48292,24302,140093,658735,712810,78786,24711
2012/3/6,676087,104819,273041,33899,76968,105935,157407,11410,27916,43924,17898,136152,610052,649320,66035,26768
2012/3/13,683178,105330,270832,36241,77473,103842,151297,12798,27473,45313,20536,143593,613089,656547,70089,26632
2012/3/20,675513,111927,260689,44613,71623,110703,130396,17112,27222,45076,20201,139910,609847,647460,65667,28053
2012/3/27,626687,98649,255799,39708,80515,99814,142430,11958,17958,48554,18975,118343,565457,603362,61231,23326
2012/4/3,623172,100932,248154,42259,82267,98868,131544,13359,17503,49158,17744,120521,560785,598417,62387,24755
2012/4/10,640791,101256,240358,41732,82770,100763,124479,14968,25357,50368,16180,132351,576305,612746,64486,28044
2012/4/17,640395,99865,243831,40301,79510,106281,121993,9718,25352,49320,14762,135094,578205,614548,62190,25846
2012/4/24,641899,105306,240980,40550,78729,107513,119768,12168,23101,48527,16678,135747,580511,614917,61388,26983
2012/5/1,648716,101478,249888,40054,78494,110362,126625,10564,24704,49106,17792,132182,584512,623986,64203,24730
2012/5/8,667617,106961,237781,43363,63738,119644,115878,23380,27280,49410,20929,144537,607072,637289,60545,30328
2012/5/15,699370,110207,234998,46222,52383,140054,112676,34057,32165,43834,18629,154539,639696,666824,59674,32546
2012/5/22,728017,123550,252055,48854,51076,131234,116460,39142,37684,46575,16898,163059,667417,691148,60600,36869
2012/5/29,674096,114740,236030,50569,53318,120279,119117,41792,30186,43670,19529,139043,617604,640177,56492,33919
2012/6/5,704117,101693,238098,49248,71210,121763,134207,35781,33236,52204,21207,148853,641204,670148,62913,33968
2012/6/12,695294,101247,235291,44321,71458,118776,132726,33042,32383,51043,17805,153714,634210,662470,61084,32825
2012/6/19,701862,103117,250604,48367,67669,116562,131120,26474,32282,54117,20752,155742,641307,670085,60555,31777
2012/6/26,656194,103053,241025,52454,54017,108199,120155,35994,24834,51563,19968,140708,600967,624747,55226,31447
2012/7/3,670160,102983,255758,44079,59585,112536,136268,27990,26780,49239,20281,137801,609687,640731,60473,29429
2012/7/10,673276,103600,252945,52306,50200,114753,124456,35483,24946,51067,21259,141968,613097,641554,60179,31722
2012/7/17,681387,103007,258023,54204,51946,115518,120939,27975,25101,50930,22960,149756,619456,651280,61931,30107
2012/7/24,674786,106691,239737,54249,49816,117495,103695,32566,29517,50640,18976,151601,613888,639708,60899,35078
2012/7/31,644298,100755,246426,45810,60966,106354,118837,22637,26090,55436,22800,129727,583009,615000,61289,29298
2012/8/7,622617,97018,230944,43253,61691,102573,110650,25140,24069,55410,21910,127805,560777,594131,61840,28486
2012/8/14,619661,94161,225319,43990,63278,100839,109187,27131,25568,56263,20096,128883,558890,591114,60772,28548
2012/8/21,647383,92001,236162,34007,72416,107075,128128,17505,27412,52313,22811,135365,576301,618746,71082,28638
2012/8/28,670216,92446,253035,31591,87768,107852,144705,13018,29361,58650,23218,131594,596199,645846,74017,24370
2012/9/4,709605,93289,271477,31839,89152,111767,155717,10942,33601,61315,21366,142504,630033,680810,79573,28795
2012/9/11,764181,97777,290734,30696,98170,122545,171870,6146,41702,60000,21801,155670,680261,736769,83920,27412
2012/9/18,808829,70043,263416,30498,117893,161631,185298,6872,46150,63370,20529,165494,722484,781984,86345,26844
2012/9/25,759250,64612,277250,31163,111697,142568,194985,5115,43378,62103,17360,141423,680232,738790,79018,20460
2012/10/2,759596,62734,278916,32562,119008,133839,202186,6539,41725,62193,17900,138569,673808,736496,85788,23101
2012/10/9,759329,62645,280951,32479,116404,128084,204810,6616,44546,64902,18799,142165,679630,737566,79699,21763
2012/10/16,731636,60277,260873,35619,116462,125704,191980,7576,42748,60498,18809,135343,652170,707516,79466,24120
2012/10/23,718402,63332,253519,39172,107737,126253,171484,9497,44130,59918,17169,136186,640474,694490,77928,23912
2012/10/30,689762,60875,246311,41128,103875,127874,161492,11639,40461,59156,15615,118670,609657,664445,80105,25317
2012/11/6,700259,64056,232436,42095,106947,129122,141531,11403,48186,68378,14820,129924,623292,672839,76967,27420
2012/11/13,718200,66704,248886,38790,107082,132020,151579,11417,44660,70241,15400,132617,636611,692082,81589,26118
2012/11/20,725595,65983,253782,40069,111702,131139,158505,9875,44910,70931,17233,134474,646009,703114,79585,22480
2012/11/27,649280,58371,258451,39730,118431,98396,175521,7283,30544,66367,16214,94829,563758,624148,85522,25132
2012/12/4,610268,61779,237800,41086,91758,97365,141467,15394,29996,63039,16810,95826,530558,584948,79710,25319
