date,open,high,low,close,vol,   MA.MA1   ,   MA.MA2   ,   MA.MA3   ,   MA.MA4   ,VOL-TDX.VVOL  ,VOL-TDX.      ,VOL-TDX.VOLUME,VOL-TDX.MAVOL1,VOL-TDX.MAVOL2, MACD.DIF   , MACD.DEA   , MACD.MACD  
 1999/02/03,1126.84,1127.27,1115.13,1116.86,3722555,1127.88,1139.3,1146.42,1191.39,           ,0,3722555,4850995,5608397,-12.44,-11.1,-2.68
 1999/02/04,1114.64,1114.68,1102.49,1103.49,3897462,1120.38,1133.81,1144.71,1188.34,           ,0,3897462,4375449.5,5550080,-14.17,-11.71,-4.91
 1999/02/05,1101.47,1101.47,1079.21,1081.44,4102126,1109.75,1125.72,1140.34,1184.99,           ,0,4102126,4163379.25,5405286.5,-17.12,-12.79,-8.64
 1999/02/08,1076.81,1082.45,1064.17,1065.81,3533488,1098.8,1117.49,1134.99,1181.37,           ,0,3533488,3851878.5,4962611,-20.48,-14.33,-12.29
 1999/02/09,1065.9,1090.16,1065.9,1090.08,3285546,1091.55,1112.68,1131.55,1177.98,           ,0,3285546,3708211.25,4668928,-20.94,-15.65,-10.58
 1999/03/01,1092.14,1098.36,1084.15,1097.97,2894492,1087.78,1107.82,1129.04,1174.77,           ,0,2894492,3542630.5,4196813,-20.44,-16.61,-7.66
 1999/03/02,1098.29,1103.25,1090.04,1100.91,4053588,1087.25,1103.81,1126.66,1171.69,           ,0,4053588,3573862.5,3974656,-19.58,-17.21,-4.75
 1999/03/03,1101.13,1128.77,1101.06,1128.73,5597743,1096.7,1103.22,1126.23,1169.25,           ,0,5597743,3872972.75,4018176,-16.46,-17.06,1.19
 1999/03/04,1130.34,1133.72,1120.7,1128.95,4962527,1109.32,1104.06,1125.02,1166.8,           ,0,4962527,4158771.25,4005324.75,-13.81,-16.41,5.19
 1999/03/05,1128.61,1137.95,1124.08,1132.35,5212455,1117.78,1104.66,1123.71,1164.45,           ,0,5212455,4544205,4126208,-11.31,-15.39,8.16
 1999/03/08,1133.5,1142.14,1128.38,1142.1,5640304,1126.6,1107.19,1123.24,1162.17,           ,0,5640304,5093273.5,4317952,-8.44,-14,11.11
 1999/03/09,1143.1,1145.7,1135.37,1136.94,5912828,1133.8,1110.53,1122.17,1160.05,           ,0,5912828,5465088,4519475,-6.51,-12.5,11.98
 1999/03/10,1136.02,1136.08,1127.17,1132.73,5333422,1134.6,1115.65,1120.69,1158.05,           ,0,5333422,5412249.5,4642611,-5.26,-11.05,11.59
 1999/03/11,1133.28,1153.84,1133.15,1149.92,6951642,1138.82,1124.07,1120.78,1156.47,           ,0,6951642,5810176,4984473.5,-2.85,-9.41,13.13
 1999/03/12,1151.99,1158.71,1148.66,1158.7,7076567,1144.07,1130.93,1121.8,1154.99,           ,0,7076567,6182912,5363558.5,-0.22,-7.57,14.7
 1999/03/15,1161.49,1169.69,1159.14,1164.63,7311777,1148.57,1137.59,1122.71,1153.82,           ,0,7311777,6517248,5805261,2.31,-5.6,15.81
 1999/03/16,1164.79,1166.96,1155.93,1166.93,6607756,1154.6,1144.2,1124.01,1152.66,           ,0,6607756,6656307,6060697.5,4.45,-3.59,16.07
 1999/03/17,1167.71,1173.04,1158.58,1159.09,7563520,1159.85,1147.22,1125.22,1151.43,           ,0,7563520,7102259,6257254.5,5.45,-1.78,14.46
 1999/03/18,1155.27,1160.67,1147.56,1151.99,5943570,1160.25,1149.54,1126.8,1150.31,           ,0,5943570,6900633.5,6355405,5.6,-0.31,11.81
 1999/03/19,1150.6,1172.93,1150.34,1172.93,7171807,1163.13,1153.6,1129.13,1149.7,           ,0,7171807,6919680,6551296,7.33,1.22,12.22
 1999/03/22,1175.67,1179.65,1168.33,1172.74,7707229,1164.75,1156.66,1131.93,1148.86,           ,0,7707229,6998733,6757990.5,8.58,2.69,11.78
 1999/03/23,1172.97,1174.47,1163.28,1170.94,8795011,1165.53,1160.06,1135.29,1147.97,           ,0,8795011,7436185.5,7046246.5,9.33,4.02,10.61
 1999/03/24,1171.3,1177.34,1167.1,1169.03,6140954,1167.53,1163.69,1139.67,1147.38,           ,0,6140954,7151718.5,7126989,9.65,5.15,9.01
 1999/03/25,1167.86,1167.87,1155.01,1156.85,5150348,1168.5,1164.38,1144.22,1146.43,           ,0,5150348,6992998.5,6946816,8.82,5.88,5.88
 1999/03/26,1155.34,1162.41,1154.93,1161.12,5171936,1166.13,1164.63,1147.78,1145.84,           ,0,5171936,6593126.5,6756403,8.41,6.39,4.05
 1999/03/29,1160.57,1169.5,1158.08,1169.48,5523942,1165.47,1165.11,1151.35,1145.42,           ,0,5523942,6156493,6577613,8.66,6.84,3.64
 1999/03/30,1171.12,1173.66,1156.04,1157.5,5152196,1162.8,1164.16,1154.18,1144.99,           ,0,5152196,5427917,6432051,7.8,7.03,1.54
 1999/03/31,1156.37,1159.53,1150.82,1158.05,4845340,1160.6,1164.06,1155.64,1144.96,           ,0,4845340,5168742.5,6160230.5,7.09,7.04,0.08
 1999/04/01,1158.68,1168.52,1158.44,1168.5,6211520,1162.93,1165.71,1157.63,1145.17,           ,0,6211520,5381017.5,6187008,7.28,7.09,0.37
 1999/04/02,1170.76,1184.43,1170.3,1184.4,7670170,1167.6,1166.86,1160.23,1145.67,           ,0,7670170,5880627,6236877,8.61,7.4,2.43
 1999/04/05,1188.93,1194.51,1187.05,1194.46,8075934,1172.57,1169.03,1162.84,1145.81,           ,0,8075934,6390989,6273741,10.36,7.99,4.75
 1999/04/06,1195.94,1199.84,1191.58,1199.6,6714713,1181,1171.9,1165.98,1146.26,           ,0,6714713,6703513.5,6065715,12.03,8.8,6.46
 1999/04/07,1200.22,1202.32,1193.72,1201.63,8147107,1189.72,1175.16,1169.43,1146.8,           ,0,8147107,7363891,6266317,13.35,9.71,7.29
 1999/04/08,1203.02,1205.41,1192.46,1202.46,8185200,1196.53,1179.72,1172.05,1147.28,           ,0,8185200,7758643,6569830.5,14.31,10.63,7.36
 1999/04/09,1203.44,1210.1,1196.74,1205.13,9816358,1200.65,1184.13,1174.38,1148.03,           ,0,9816358,8187904,7034265.5,15.11,11.52,7.16
 1999/04/12,1205.31,1205.67,1193.65,1195.33,10217185,1200.85,1186.71,1175.91,1148.91,           ,0,10217185,8616141,7503565,14.78,12.17,5.21
 1999/04/13,1192.14,1193.32,1174.13,1178.19,7360986,1196.55,1188.78,1176.47,1149.41,           ,0,7360986,8745370,7724441.5,12.98,12.34,1.3
 1999/04/14,1176.77,1184.17,1174.26,1181.51,5327962,1192.53,1191.13,1177.59,1149.99,           ,0,5327962,8181555,7772723,11.7,12.21,-1.02
 1999/04/15,1182.2,1185.59,1168.59,1170.61,7373398,1186.15,1191.34,1178.53,1150.74,           ,0,7373398,8019149,7888896,9.68,11.7,-4.04
 1999/04/16,1168.9,1175.03,1162.31,1166.23,7265760,1178.38,1189.51,1178.19,1151.51,           ,0,7265760,7508992,7848448,7.65,10.89,-6.49
 1999/04/19,1164.61,1166.04,1156.6,1159.47,7694340,1171.2,1186.03,1177.53,1151.96,           ,0,7694340,7004467,7810304,5.43,9.8,-8.75
 1999/04/20,1160.05,1171.6,1159.56,1171.6,10702547,1169.88,1183.21,1177.56,1152.52,           ,0,10702547,7672832,8209101,4.59,8.76,-8.33
 1999/04/21,1171.94,1173.52,1143.04,1144.06,9526432,1162.4,1177.46,1176.31,1152.11,           ,0,9526432,8512512,8347033.5,1.69,7.34,-11.31
 1999/04/22,1137.91,1140.89,1110.64,1137.16,9098430,1155.7,1170.93,1175.32,1151.51,           ,0,9098430,8857498,8438323,-1.16,5.64,-13.6
 1999/04/23,1137.6,1144.77,1135.6,1139.99,6882101,1150.45,1164.41,1174.27,1151.2,           ,0,6882101,8780800,8144896,-3.15,3.89,-14.06
 1999/04/26,1139.64,1140.17,1111.99,1112.79,6051147,1141.1,1156.15,1171.43,1150.61,           ,0,6051147,8452198,7728333,-6.84,1.74,-17.16
 1999/04/27,1108.91,1108.91,1089.75,1091.69,5644691,1125.15,1147.51,1168.14,1149.66,           ,0,5644691,7440486.5,7556659,-11.34,-0.88,-20.92
 1999/04/28,1090.87,1112.29,1087.79,1091.08,4744784,1114.55,1138.47,1164.8,1148.89,           ,0,4744784,6484275,7498393.5,-14.78,-3.66,-22.25
 1999/04/29,1091.05,1116.41,1090.56,1116.4,5171996,1110.4,1133.05,1162.19,1148.28,           ,0,5171996,5698969.5,7278233.5,-15.29,-5.98,-18.62
 1999/04/30,1116.1,1122.22,1114.17,1120.92,4253888,1106.57,1128.51,1159.01,1147.65,           ,0,4253888,5173248,6977024,-15.16,-7.82,-14.68
 1999/05/04,1120.9,1121.91,1108.89,1111.75,4116190,1106.38,1123.74,1154.88,1146.99,           ,0,4116190,4786278.5,6619238.5,-15.61,-9.38,-12.47
 1999/05/05,1110.93,1116.96,1105.34,1116.93,4390900,1111.43,1118.29,1150.75,1146.3,           ,0,4390900,4535603,5988045,-15.37,-10.58,-9.59
 1999/05/06,1116.85,1128.9,1116.63,1128.22,6408001,1118.82,1116.69,1147.07,1145.73,           ,0,6408001,4868096,5676185.5,-14.11,-11.28,-5.66
 1999/05/07,1129.53,1131.49,1117.93,1120.73,5844556,1119.7,1115.05,1142.99,1145.27,           ,0,5844556,5002752,5350861,-13.56,-11.74,-3.64
 1999/05/10,1107.36,1107.36,1065.18,1071.92,6894576,1109.93,1108.25,1136.33,1144.17,           ,0,6894576,5530931,5352089.5,-16.87,-12.76,-8.21
 1999/05/11,1072.04,1095.4,1072.04,1095.4,4355407,1106.65,1106.51,1131.33,1143.32,           ,0,4355407,5578649.5,5182464,-17.39,-13.69,-7.41
 1999/05/12,1096.73,1104.8,1092.78,1099.99,3972699,1103.25,1107.34,1127.43,1142.63,           ,0,3972699,5494989,5015296,-17.24,-14.4,-5.68
 1999/05/13,1100.85,1101.35,1086.45,1088.86,3669559,1095.4,1107.11,1122.79,1141.87,           ,0,3669559,4947456,4907776,-17.81,-15.08,-5.46
 1999/05/14,1087.94,1088,1060.5,1063.27,4872968,1083.9,1101.8,1117.43,1140.92,           ,0,4872968,4752998.5,4877875,-20.1,-16.09,-8.03
 1999/05/17,1057.48,1072.16,1047.83,1065.55,3763486,1082.6,1096.26,1112.39,1139.9,           ,0,3763486,4126822.5,4828877,-21.48,-17.16,-8.63
 1999/05/18,1066.51,1075.65,1058.38,1059.87,4014344,1075.5,1091.07,1107.41,1138.95,           ,0,4014344,4058624,4818637,-22.77,-18.29,-8.97
 1999/05/19,1058.7,1109.11,1057.72,1109.08,5998670,1077.32,1090.29,1104.29,1139.05,           ,0,5998670,4463821,4979405,-19.6,-18.55,-2.1
 1999/05/20,1114.65,1147.72,1113.31,1147.7,10682714,1089.07,1092.24,1104.46,1140.15,           ,0,10682714,5866393.5,5406925,-13.8,-17.6,7.59
 1999/05/21,1154.8,1170.14,1152.26,1168.72,15725664,1110.18,1097.04,1106.04,1141.86,           ,0,15725664,8036966.5,6394982.5,-7.43,-15.57,16.27
 1999/05/24,1173.13,1215.21,1164.89,1213.65,20753840,1139.8,1111.2,1109.72,1143.92,           ,0,20753840,11435008,7780915,1.23,-12.21,26.87
 1999/05/25,1223.12,1244.84,1198.06,1202.88,28760268,1168.4,1121.95,1114.23,1145.67,           ,0,28760268,16384205,10221414,7.14,-8.34,30.96
 1999/05/26,1199.22,1236.14,1195.84,1236.04,16224773,1193.8,1135.56,1121.45,1147.93,           ,0,16224773,18429440,11446630,14.34,-3.8,36.28
 1999/05/27,1247.32,1283.02,1247.32,1283.02,22595436,1220.88,1154.97,1131.04,1150.5,           ,0,22595436,20811980,13339187,23.56,1.67,43.78
 1999/05/28,1291.96,1294.64,1260.71,1277.15,31988930,1242.55,1176.36,1139.08,1152.97,           ,0,31988930,24064614,16050790,30.05,7.35,45.4
 1999/05/31,1287.07,1303.48,1253.25,1279.32,23491568,1255.7,1197.75,1147.01,1155.42,           ,0,23491568,24612148,18023578,34.96,12.87,44.19
 1999/06/01,1283.3,1311.6,1276.11,1311.59,17267708,1277.43,1222.91,1156.99,1158.24,           ,0,17267708,22313676,19348940,40.99,18.49,44.99
 1999/06/02,1319.83,1330.27,1287.01,1287.93,22258024,1287.8,1240.8,1165.54,1160.76,           ,0,22258024,23520358,20974900,43.35,23.46,39.78
 1999/06/03,1280.47,1286.91,1259,1268.32,16675243,1284.85,1252.86,1172.55,1163.02,           ,0,16675243,22336308,21574144,43.15,27.4,31.5
 1999/06/04,1271.16,1288,1271.16,1285.57,13694202,1286.55,1264.55,1180.79,1165.28,           ,0,13694202,18677350,21370982,43.88,30.7,26.36
 1999/06/07,1287.46,1326.61,1285.15,1326.51,15675229,1295.97,1275.84,1193.52,1168.07,           ,0,15675229,17114112,20863130,47.21,34,26.42
 1999/06/08,1336.03,1341.64,1319.49,1333.64,16211955,1300.4,1288.91,1205.43,1170.89,           ,0,16211955,16902964,19608320,49.85,37.17,25.36
 1999/06/09,1334.84,1350.13,1323.98,1348.6,15654796,1312.53,1300.16,1217.86,1173.92,           ,0,15654796,15582310,19551334,52.55,40.24,24.6
 1999/06/10,1371,1382.07,1353.56,1364.34,24901612,1331.75,1308.3,1231.64,1177.34,           ,0,24901612,17227572,19781940,55.32,43.26,24.11
 1999/06/11,1364.27,1376.77,1359.27,1370.39,18858086,1348.7,1317.63,1246.99,1180.98,           ,0,18858086,18260378,18468864,57.34,46.07,22.52
 1999/06/14,1382.53,1427.76,1382.53,1427.7,25317212,1368.93,1332.45,1265.1,1185.22,           ,0,25317212,20188774,18651444,62.84,49.43,26.82
 1999/06/15,1453.33,1477.14,1366.65,1387.59,37536056,1379.72,1340.06,1281.49,1188.81,           ,0,37536056,24453530,20678246,63.23,52.19,22.09
 1999/06/16,1402.34,1460.16,1402.3,1460.16,25225912,1402.03,1357.28,1299.04,1193.63,           ,0,25225912,26367796,20975052,68.61,55.47,26.28
 1999/06/17,1483.06,1501.01,1450.2,1501,36513472,1429.35,1380.55,1316.71,1199.16,           ,0,36513472,28690124,22958848,75.3,59.44,31.72
 1999/06/18,1511.88,1516.12,1480.98,1498.91,36149516,1455.07,1401.89,1333.22,1204.86,           ,0,36149516,32148480,25204428,79.52,63.45,32.13
 1999/06/21,1506.82,1546.61,1503.4,1546.4,30725936,1478.82,1423.88,1349.86,1211.28,           ,0,30725936,33230132,26709452,85.7,67.9,35.6
 1999/06/22,1551.87,1564.44,1524.49,1564.44,31734958,1514.18,1446.95,1367.93,1217.86,           ,0,31734958,32070042,28261786,91.01,72.53,36.97
 1999/06/23,1571.27,1606.5,1566.62,1606.5,30300284,1543.45,1472.74,1386.45,1225.35,           ,0,30300284,33084826,29726310,97.49,77.52,39.94
 1999/06/24,1615.63,1654.55,1611.98,1654.11,37749196,1574.07,1501.71,1405.01,1233.62,           ,0,37749196,33332020,31011072,105.25,83.06,44.37
 1999/06/25,1665.98,1705.21,1591.07,1593.85,57354740,1593.05,1524.06,1420.84,1240.71,           ,0,57354740,37573016,34860748,105.32,87.52,35.62
 1999/06/28,1606.28,1693.16,1606.28,1693.16,41483276,1622.4,1550.61,1441.53,1249.18,           ,0,41483276,39724544,36477336,112.11,92.43,39.34
 1999/06/29,1722.73,1742.14,1691.34,1739.2,40209916,1657.38,1585.78,1462.92,1258.26,           ,0,40209916,41419468,36744756,119.81,97.91,43.81
 1999/06/30,1755.56,1756.18,1666.01,1689.42,48952196,1673.95,1608.7,1482.99,1266.43,           ,0,48952196,45149800,39117312,120.51,102.43,36.17
 1999/07/01,1678.83,1678.83,1540.03,1560.78,31316554,1655.28,1614.68,1497.61,1272.41,           ,0,31316554,43863348,38597684,109.43,103.83,11.2
 1999/07/02,1570.56,1620.54,1532.44,1613.53,34411640,1659.22,1626.14,1514.01,1279.26,           ,0,34411640,39274700,38423860,103.71,103.81,-0.2
 1999/07/05,1627.24,1630.38,1573.73,1581.81,24206932,1636.95,1629.68,1526.78,1285.54,           ,0,24206932,35819416,37771980,95.51,102.15,-13.28
 1999/07/06,1568.83,1580.23,1504.36,1517.25,17988444,1592.55,1624.96,1535.96,1290.91,           ,0,17988444,31375156,36397312,82.85,98.29,-30.88
 1999/07/07,1515.16,1568.67,1507.54,1568.65,15735925,1568.4,1621.18,1546.96,1297.41,           ,0,15735925,24731956,34940876,76.08,93.85,-35.52
 1999/07/08,1579.14,1591.13,1560.43,1577.98,14412226,1571.85,1613.56,1557.64,1304.02,           ,0,14412226,21351014,32607180,70.66,89.21,-37.09
 1999/07/09,1577.79,1594.57,1563.16,1584.75,13456552,1566.07,1612.65,1568.36,1310.93,           ,0,13456552,17159988,28217344,66.15,84.6,-36.89
 1999/07/12,1588.38,1589.9,1545.56,1559.73,14106784,1561.68,1599.31,1574.96,1317.48,           ,0,14106784,15139942,25479680,59.87,79.65,-39.57
 1999/07/13,1547.34,1547.34,1511.43,1524.82,12427237,1563.2,1577.88,1581.82,1323.57,           ,0,12427237,14027674,22701414,51.47,74.02,-45.08
 1999/07/14,1526.97,1559.66,1526.22,1559.52,11221950,1561.38,1564.89,1586.79,1330.04,           ,0,11221950,13124915,18928436,47.08,68.63,-43.1
 1999/07/15,1565.04,1567.82,1545.07,1549.33,15985895,1555.63,1563.74,1589.21,1336.79,           ,0,15985895,13439693,17395354,42.29,63.36,-42.14
 1999/07/16,1547.46,1547.6,1512.78,1519.74,14947690,1542.63,1554.35,1590.24,1343.17,           ,0,14947690,13737882,15448934,35.69,57.83,-44.27
 1999/07/19,1500.44,1509.99,1473.23,1479.07,12366913,1526.5,1544.09,1586.88,1348.82,           ,0,12366913,13390029,14264986,26.87,51.64,-49.53
 1999/07/20,1476.02,1574.74,1471.5,1574.6,17321520,1536.45,1549.82,1587.39,1356.52,           ,0,17321520,14368870,14198272,27.28,46.76,-38.97
 1999/07/21,1586.88,1626.95,1573.7,1609.81,27940668,1546.5,1553.94,1587.56,1365.15,           ,0,27940668,17712538,15418726,30.09,43.43,-26.67
 1999/07/22,1606.85,1606.85,1548.49,1550.73,17858272,1546.8,1551.21,1582.39,1372.81,           ,0,17858272,18087014,15763354,27.24,40.19,-25.9
 1999/07/23,1552.24,1597.18,1552.23,1585.98,13309310,1560.05,1551.34,1581.99,1380.64,           ,0,13309310,17759334,15748608,27.51,37.66,-20.29
 1999/07/26,1592.41,1607.07,1587.37,1602.03,12457632,1584.63,1555.56,1577.44,1388.66,           ,0,12457632,17777460,15583744,28.69,35.86,-14.35
 1999/07/27,1605.37,1607.04,1580.81,1590.71,11621829,1587.85,1562.15,1570.01,1396.64,           ,0,11621829,16637542,15503206,28.38,34.37,-11.97
 1999/07/28,1592.45,1609.79,1584.24,1597.19,10704968,1585.32,1565.91,1565.4,1404.64,           ,0,10704968,13190451,15451494,28.33,33.16,-9.65
 1999/07/29,1610.11,1615.74,1585.83,1595.86,8751040,1594.35,1570.57,1567.16,1412.44,           ,0,8751040,11368960,14727987,27.87,32.1,-8.47
 1999/07/30,1599.93,1605.27,1587.33,1601.45,14566332,1597.45,1578.75,1566.55,1420.45,           ,0,14566332,11620352,14689843,27.63,31.21,-7.15
 1999/08/02,1607.06,1622.38,1603.36,1616.27,11668376,1600.3,1592.46,1568.28,1429.52,           ,0,11668376,11462451,14619955,28.31,30.63,-4.63
 1999/08/03,1622.3,1626.91,1609.12,1626.84,12637703,1607.53,1597.69,1573.76,1438.38,           ,0,12637703,11665613,14151578,29.37,30.38,-2.02
 1999/08/04,1630.99,1649.25,1630.99,1649.12,15292167,1617.93,1601.63,1577.78,1447.53,           ,0,15292167,12583117,12886784,31.64,30.63,2.02
 1999/08/05,1654.52,1658.69,1641.86,1653.53,14629057,1629.45,1611.9,1581.56,1456.94,           ,0,14629057,13758669,12563814,33.4,31.18,4.44
 1999/08/06,1655.3,1656.58,1601.84,1646.59,19223052,1638.47,1617.96,1584.65,1466.67,           ,0,19223052,14690099,13155226,33.86,31.72,4.28
 1999/08/09,1650.27,1651.63,1624.72,1628.83,13488972,1640.97,1620.64,1588.1,1476.05,           ,0,13488972,15054234,13258342,32.41,31.86,1.1
 1999/08/10,1622.96,1623.02,1597.22,1602.14,12448037,1636.03,1621.78,1591.96,1485.09,           ,0,12448037,15016243,13340928,28.77,31.24,-4.93
 1999/08/11,1598.01,1607.67,1574.71,1583.4,9480544,1622.9,1620.41,1593.16,1493,           ,0,9480544,13853901,13218509,24.1,29.81,-11.42
 1999/08/12,1583.51,1594.88,1566.71,1575.64,7441838,1607.32,1618.39,1594.48,1500.13,           ,0,7441838,12416512,13087590,19.55,27.76,-16.42
 1999/08/13,1581.23,1591.49,1569.3,1571.9,6689572,1592.38,1615.43,1597.09,1506.85,           ,0,6689572,9909862,12299981,15.46,25.3,-19.67
 1999/08/16,1568.89,1570.21,1546.83,1560.06,7275443,1578.63,1609.8,1601.13,1512.62,           ,0,7275443,8667034,11860634,11.14,22.47,-22.66
 1999/08/17,1562.56,1596.15,1562.56,1576.4,8988200,1573.5,1604.76,1601.22,1518.85,           ,0,8988200,7975117,11495680,8.93,19.76,-21.66
 1999/08/18,1578.26,1582.01,1555.97,1581.92,6828307,1573.18,1598.04,1599.83,1524.61,           ,0,6828307,7444685,10649293,7.54,17.32,-19.56
 1999/08/19,1587.89,1645.84,1587.87,1637.74,15485425,1585.6,1596.46,1604.18,1530.53,           ,0,15485425,9053389,10734950,10.81,16.02,-10.41
 1999/08/20,1645.54,1651.17,1627.03,1628.93,11834141,1597,1594.69,1606.32,1536.39,           ,0,11834141,10082304,9996083,12.55,15.32,-5.54
 1999/08/23,1631.43,1645,1626.95,1644.99,10653870,1614,1596.31,1608.47,1542.48,           ,0,10653870,10758042,9712538,15.05,15.27,-0.43
 1999/08/24,1650.53,1655.14,1638.96,1648.46,10971072,1628.4,1600.95,1611.36,1548.1,           ,0,10971072,11154637,9564877,17.12,15.64,2.96
 1999/08/25,1649.6,1651.09,1618.54,1625.76,9275284,1637.18,1605.18,1612.79,1553.73,           ,0,9275284,11644006,9544346,16.73,15.86,1.75
 1999/08/26,1622.16,1638.23,1615.85,1638.23,8246358,1637.28,1611.44,1614.91,1559.89,           ,0,8246358,10196173,9624781,17.23,16.13,2.2
 1999/08/27,1642.06,1644.47,1627.25,1633.9,8228820,1638.28,1617.64,1616.53,1565.7,           ,0,8228820,9475072,9778688,17.08,16.32,1.52
 1999/08/30,1635.55,1637.31,1614.44,1619.03,8970568,1633.07,1623.54,1616.67,1570.57,           ,0,8970568,9138381,9948211,15.58,16.17,-1.18
 1999/08/31,1622.87,1630.01,1609.79,1627.11,7365022,1628.8,1628.6,1616.68,1575.46,           ,0,7365022,8417178,9785907,14.88,15.91,-2.08
 1999/09/01,1627.82,1629.07,1595.96,1599.55,6865879,1623.55,1630.36,1614.2,1579.65,           ,0,6865879,7935283,9789645,11.95,15.12,-6.34
 1999/09/02,1591.58,1614.1,1572.41,1611.95,8144853,1618.3,1627.79,1612.13,1583.77,           ,0,8144853,7915008,9055590,10.52,14.2,-7.37
 1999/09/03,1613.3,1614.41,1583.45,1587.88,6916841,1609.1,1623.69,1609.19,1587.4,           ,0,6916841,7652557,8563814,7.35,12.83,-10.96
 1999/09/06,1577.5,1577.56,1556.83,1560.67,5570446,1597.43,1615.25,1605.78,1589.61,           ,0,5570446,6972621,8055501,2.62,10.79,-16.34
 1999/09/07,1558.86,1574.64,1556.74,1562.79,4775276,1584.57,1606.69,1603.82,1592.54,           ,0,4775276,6454681.5,7435929.5,-0.95,8.44,-18.78
 1999/09/08,1563.62,1581.93,1563.6,1571.59,4265337,1579,1601.28,1603.22,1594.39,           ,0,4265337,5934592,6934937.5,-3.04,6.14,-18.36
 1999/09/09,1590.71,1675.26,1590.7,1675.12,19822856,1591.6,1604.95,1608.19,1597.29,           ,0,19822856,8270131,8092569.5,3.62,5.64,-4.03
 1999/09/10,1690.02,1695.64,1656.72,1659.92,19598548,1606.03,1607.56,1612.6,1599.98,           ,0,19598548,10806579,9229568,7.59,6.03,3.12
 1999/09/13,1664.51,1671.64,1656.16,1670.14,10911678,1627.93,1612.68,1618.11,1602.04,           ,0,10911678,11874714,9423667,11.42,7.11,8.63
 1999/09/14,1675.7,1681.84,1668.12,1672.89,9571429,1649.93,1617.25,1622.93,1603.85,           ,0,9571429,12833997,9644339,14.52,8.59,11.85
 1999/09/15,1675.19,1679.13,1657.78,1662.8,10526896,1668.15,1623.57,1626.97,1604.79,           ,0,10526896,14086246,10010419,15.97,10.07,11.81
 1999/09/16,1662.46,1664.96,1643.98,1645.51,7339602,1662.28,1626.94,1627.36,1604.64,           ,0,7339602,11589632,9929882,15.55,11.16,8.77
 1999/09/17,1644.8,1662.16,1636.47,1648.55,7095808,1659.97,1633,1628.34,1605.55,           ,0,7095808,9089024,9947802,15.28,11.99,6.59
 1999/09/20,1649.12,1651.53,1628.89,1633.83,5447002,1652.72,1640.32,1627.79,1604.57,           ,0,5447002,7996211,9935462,13.73,12.33,2.78
 1999/09/21,1630.02,1630.26,1617.81,1625.58,4761264,1643.25,1646.59,1626.64,1602.67,           ,0,4761264,7034061,9934029,11.69,12.21,-1.03
 1999/09/22,1625.16,1632.41,1613.58,1617.05,4022117,1634.13,1651.14,1626.21,1601.47,           ,0,4022117,5733171,9909709,9.28,11.62,-4.67
 1999/09/23,1618.76,1622.66,1597.11,1604.2,5508701,1625.82,1644.05,1624.5,1602.19,           ,0,5508701,5366989,8478310,6.27,10.55,-8.57
 1999/09/24,1609.82,1631.39,1609.82,1619.32,4501580,1620,1639.99,1623.78,1602.29,           ,0,4501580,4848128,6968576,5.04,9.45,-8.82
 1999/09/27,1624.45,1629.19,1598.7,1602.15,4168794,1613.65,1633.19,1622.93,1602.63,           ,0,4168794,4592435,6294323,2.65,8.09,-10.88
 1999/09/28,1602.79,1606.02,1586.54,1591.43,4124900,1606.82,1625.04,1621.14,1603.86,           ,0,4124900,4465254.5,5749657.5,-0.11,6.45,-13.12
 1999/09/29,1593.71,1608.6,1580.99,1584.95,4780267,1600.4,1617.26,1620.42,1604.13,           ,0,4780267,4616806.5,5174989,-2.79,4.6,-14.78
 1999/09/30,1588.98,1595,1567.72,1570.7,4577678,1593.72,1609.78,1618.36,1604.01,           ,0,4577678,4430643,4898816,-5.99,2.48,-16.94
 1999/10/08,1568.23,1568.37,1531.79,1534.51,3337805,1576.75,1598.38,1615.69,1603.18,           ,0,3337805,4197888,4523008,-11.31,-0.28,-22.08
 1999/10/11,1529.22,1538.34,1516.62,1522.48,3358108,1560.82,1587.24,1613.78,1602.55,           ,0,3358108,4035788.75,4314112,-16.32,-3.48,-25.67
 1999/10/12,1526.44,1538.27,1526.44,1537.79,2353989,1550.1,1578.46,1612.53,1602.77,           ,0,2353989,3681587.25,4073420.75,-18.83,-6.55,-24.56
 1999/10/13,1540.59,1544.44,1504.38,1507.42,3634152,1534.57,1567.49,1609.31,1601.9,           ,0,3634152,3452416,4034611.25,-23.01,-9.85,-26.33
 1999/10/14,1504.49,1535.24,1494.94,1508.72,4040823,1522.18,1557.95,1601,1601.22,           ,0,4040823,3344998.5,3887820.75,-25.92,-13.06,-25.72
 1999/10/15,1515.9,1550.7,1515.9,1543.79,5679380,1524.03,1550.39,1595.19,1601.63,           ,0,5679380,3813273.5,4005580.75,-25.1,-15.47,-19.27
 1999/10/18,1547.26,1549.36,1499.46,1501.66,5623216,1519.88,1540.35,1586.77,1602,           ,0,5623216,4266291,4151040,-27.54,-17.88,-19.31
 1999/10/19,1493.47,1493.48,1468.09,1470.9,4872419,1506.5,1528.3,1576.67,1600.27,           ,0,4872419,4769997,4225792,-31.59,-20.62,-21.93
 1999/10/20,1469.28,1490.75,1463.42,1485.82,4328329,1502.18,1518.38,1567.82,1598.21,           ,0,4328329,4908749,4180582.5,-33.21,-23.14,-20.14
