,close,high,low,ma10,ma20,ma5,ma5-ma20,ma60,open,vol
2013-01-08,733.14,735.34,716.3,702.88,674.38,715.63,6.11672944037,671.52,718.43,13556817.0
2013-01-09,734.51,740.64,727.91,709.51,679.23,720.99,6.14813833311,671.94,732.01,13175455.0
2013-01-10,741.18,743.55,734.31,715.66,683.98,726.45,6.20924588438,672.6,734.31,11541677.0
2013-01-11,731.59,746.04,730.4,719.41,688.5,731.71,6.27596223675,673.03,740.9,13876465.0
2013-01-14,760.55,761.73,735.18,724.55,694.55,740.19,6.5711611835,673.89,735.65,14605320.0
2013-01-15,778.6,781.42,763.63,732.46,701.88,749.29,6.75471590585,674.86,763.63,17366908.0
2013-01-16,774.49,779.93,762.04,739.14,707.79,757.29,6.99359979655,675.78,777.04,13673648.0
2013-01-17,768.31,775.82,767.49,744.58,713.72,762.71,6.86403631676,676.51,773.79,10598854.0
2013-01-18,787.39,787.5,771.31,752.79,720.79,773.86,7.3627547552,677.78,771.31,10860702.0
2013-01-21,792.6,793.23,783.42,760.24,727.82,780.29,7.20920007694,679.19,788.07,10446622.0
2013-01-22,775.14,792.55,769.09,764.44,733.66,779.59,6.26039309762,680.49,792.31,11331764.0
2013-01-23,778.48,779.56,765.36,768.84,739.17,780.39,5.57652502131,682.04,773.74,9171227.0
2013-01-24,757.87,784.32,750.36,770.5,743.08,778.29,4.73838617645,683.2,778.64,11159146.0
2013-01-25,762.85,766.78,756.61,773.63,746.52,773.39,3.59936773295,684.42,757.61,7258003.0
2013-01-28,784.76,784.76,764.09,776.05,750.3,771.81,2.8668532587,685.98,764.09,8328960.0
2013-01-29,791.67,795.07,785.76,777.36,754.91,775.13,2.67846498258,687.47,785.76,9819117.0
2013-01-30,783.68,792.77,778.3,778.28,758.71,776.16,2.29995650512,688.85,791.96,9572741.0
2013-01-31,776.01,784.11,771.15,779.04,761.81,779.8,2.36148120923,690.23,784.11,9124011.0
2013-02-01,782.36,785.52,772.94,778.54,765.67,783.7,2.35480037092,691.76,775.11,8442919.0
2013-02-04,771.9,786.56,767.85,776.47,768.35,781.13,1.66330448363,693.13,783.74,9158984.0
2013-02-05,780.98,781.57,765.97,777.06,770.75,778.99,1.06908855011,694.88,768.41,7394332.0
2013-02-06,791.26,794.5,781.32,778.33,773.58,780.5,0.894542258073,696.86,781.32,7177630.0
2013-02-07,805.59,806.31,789.37,783.11,776.8,786.41,1.23712667353,699.01,792.86,7153997.0
2013-02-08,823.03,824.31,804.96,789.13,781.38,794.55,1.68547953621,701.61,804.96,8513248.0
2013-02-18,835.28,835.66,825.95,794.17,785.11,807.22,2.81616588758,704.44,829.66,10496588.0
2013-02-19,819.71,835.41,816.96,796.98,787.17,814.97,3.53163865493,707.12,834.97,9619500.0
2013-02-20,850.86,850.86,819.03,803.7,790.99,826.9,4.53988040304,710.36,819.03,10784608.0
2013-02-21,839.3,853.27,829.6,810.03,794.53,833.64,4.92240695757,713.4,846.64,12723522.0
2013-02-22,838.76,848.16,836.87,815.66,797.1,836.78,4.97804541463,716.43,837.13,9580222.0
2013-02-25,855.69,857.85,838.88,824.05,800.26,840.88,5.07585034864,719.7,838.88,10134053.0
2013-02-26,851.22,865.8,849.94,831.07,804.06,847.16,5.36029649529,723.02,853.28,11871814.0
2013-02-27,846.09,856.12,835.94,836.55,807.44,846.2,4.80035668285,726.26,852.13,10080143.0
2013-02-28,861.1,861.1,844.2,842.11,812.61,850.58,4.67259817132,729.97,846.34,10356164.0
2013-03-01,884.89,885.18,859.83,848.29,818.71,859.8,5.01887115096,734.44,860.8,13695510.0
2013-03-04,863.5,888.79,855.05,851.11,822.64,861.35,4.70558202859,738.71,880.25,13807495.0
2013-03-05,888.1,888.32,857.54,857.95,827.47,868.74,4.98749199367,743.46,861.23,10776581.0
2013-03-06,902.9,905.16,890.23,863.15,833.42,880.1,5.60101749418,748.39,890.23,13402306.0
2013-03-07,877.34,902.41,867.87,866.96,838.49,883.35,5.35009362068,753.12,902.41,12172461.0
2013-03-08,864.7,882.14,861.81,869.56,842.61,879.31,4.35551441355,757.52,877.73,8671512.0
2013-03-11,869.15,872.18,858.04,870.89,847.47,880.44,3.89040320011,761.59,863.12,6526881.0
2013-03-12,839.84,873.47,828.04,869.76,850.42,870.79,2.39528703464,765.18,869.72,10783893.0
2013-03-13,834.05,836.28,821.35,868.56,852.56,857.03,0.524303274843,768.46,835.46,7152213.0
2013-03-14,842.04,845.6,831.57,866.65,854.38,849.95,-0.518504646644,771.72,832.29,6051635.0
2013-03-15,853.91,867.87,839.58,863.56,855.92,847.8,-0.948686793158,775.27,841.71,7882427.0
2013-03-18,852.12,862.82,850.1,862.42,856.77,844.4,-1.44379471737,778.81,852.15,6612163.0
2013-03-19,842.69,854.25,829.19,857.88,857.91,844.96,-1.50948234663,782.32,850.06,6628980.0
2013-03-20,866.27,866.27,842.58,854.21,858.68,851.4,-0.84781292216,785.82,842.71,7972105.0
2013-03-21,882.73,885.98,866.68,854.75,860.86,859.55,-0.152173407987,789.7,867.9,9362198.0
2013-03-22,882.0,884.24,876.92,856.48,863.02,865.16,0.24796644342,793.64,881.9,7336864.0
2013-03-25,881.76,884.85,874.01,857.74,864.32,871.09,0.783274713069,797.46,882.75,6744977.0
2013-03-26,876.36,879.85,862.67,861.39,865.58,877.83,1.41523602671,801.1,878.56,7059627.0
2013-03-27,882.75,885.77,874.25,866.26,867.41,881.13,1.58172029375,804.68,876.55,6436412.0
2013-03-28,867.51,877.85,861.65,868.81,867.73,878.08,1.19276733546,807.81,877.85,7385805.0
2013-03-29,866.46,872.78,860.96,870.06,866.81,874.96,0.940229115954,810.68,868.09,5532532.0
2013-04-01,877.0,879.92,865.98,872.55,867.48,874.01,0.752755106746,813.48,866.65,5866251.0
2013-04-02,845.16,883.15,843.21,872.8,865.34,867.78,0.28197009268,815.9,875.33,7456575.0
2013-04-03,835.14,845.49,827.27,869.69,861.95,858.25,-0.429259237775,818.03,842.36,6106939.0
2013-04-08,853.48,853.62,817.35,866.76,860.76,855.45,-0.616896695943,820.35,824.78,6575442.0
2013-04-09,861.99,864.12,853.94,864.76,860.62,854.56,-0.704143524436,822.97,854.51,5703842.0
2013-04-10,850.53,861.91,843.1,861.64,859.69,849.26,-1.21322802406,825.17,861.27,5556804.0
2013-04-11,847.78,855.96,847.39,858.78,860.08,849.78,-1.19756301739,827.08,853.14,4771678.0
2013-04-12,846.61,854.22,845.85,855.16,860.71,852.08,-1.00266059416,828.95,847.2,4371018.0
2013-04-15,836.34,845.75,834.01,852.05,860.43,848.65,-1.36908290041,830.54,844.11,3993101.0
2013-04-16,846.05,846.05,824.84,850.01,860.03,845.45,-1.6952896992,832.44,828.94,4382004.0
2013-04-17,867.51,867.51,844.92,849.06,860.81,848.86,-1.38822736725,834.23,845.09,5291209.0
2013-04-18,873.48,876.0,860.72,851.89,862.34,854.0,-0.967135932463,835.81,862.7,6084981.0
2013-04-19,892.21,895.87,874.88,857.6,863.64,863.13,-0.0590523829373,837.77,874.88,8028408.0
2013-04-22,916.02,916.02,889.26,863.85,865.31,879.05,1.58787024303,840.23,890.93,8193787.0
2013-04-23,893.79,916.54,892.11,867.03,865.9,888.61,2.62270470031,842.01,916.42,8480976.0
2013-04-24,923.41,925.01,894.69,874.32,867.98,899.78,3.66367888661,844.19,894.69,8772878.0
2013-04-25,903.63,937.56,903.61,879.91,869.34,905.81,4.19513654036,846.33,924.22,10505929.0
2013-04-26,889.38,904.3,886.4,884.18,869.67,905.24,4.09005714811,848.17,902.0,7160700.0
2013-05-02,913.65,914.17,883.79,891.91,871.98,904.78,3.76155416409,850.77,887.08,5383285.0
2013-05-03,939.21,940.28,916.01,901.23,875.62,913.85,4.36604919942,853.71,916.01,7910952.0
2013-05-06,958.02,962.63,941.09,910.28,879.67,920.78,4.67334341287,856.6,941.09,10341541.0
2013-05-07,957.44,964.71,949.84,918.67,885.28,931.54,5.22546538948,859.36,956.42,9122569.0
2013-05-08,980.08,980.08,960.7,927.46,892.53,949.69,6.40426652325,862.64,960.98,10723616.0
2013-05-09,992.16,994.27,978.07,935.08,899.46,965.38,7.32884174949,866.24,978.94,13408967.0
2013-05-10,988.3,996.59,977.43,944.53,905.78,975.2,7.66411269845,869.67,989.15,12371031.0
2013-05-13,995.11,995.25,978.72,951.7,913.01,982.63,7.62532721438,873.39,989.37,10894688.0
2013-05-14,976.33,992.62,971.35,958.97,919.44,986.4,7.28269381363,876.65,992.62,10262555.0
2013-05-15,1012.66,1012.67,976.95,971.3,927.74,992.91,7.02459740876,880.34,976.95,11464506.0
2013-05-16,1009.53,1034.35,999.49,980.88,936.4,996.39,6.40645023494,883.74,1010.95,16214896.0
2013-05-17,1023.4,1029.11,1004.42,989.31,945.27,1003.41,6.15062363134,887.08,1006.47,13263336.0
2013-05-20,1051.65,1052.7,1025.17,998.67,954.47,1014.71,6.31135604053,890.68,1025.17,16894820.0
2013-05-21,1073.58,1074.89,1045.46,1010.28,964.48,1034.16,7.22461844725,894.91,1049.6,17795688.0
2013-05-22,1039.81,1067.5,1036.31,1016.25,971.86,1039.59,6.96911077727,898.06,1067.44,17050076.0
2013-05-23,1042.9,1061.53,1033.12,1021.33,978.2,1046.28,6.95972193825,901.46,1035.31,14146082.0
2013-05-24,1073.78,1073.78,1044.29,1029.88,987.2,1056.34,7.00364667747,905.37,1044.29,15023081.0
2013-05-27,1089.72,1091.25,1075.83,1039.34,995.52,1063.96,6.87479909997,909.27,1075.83,16132261.0
2013-05-28,1059.0,1090.16,1055.64,1047.61,1003.29,1061.05,5.75705927499,912.74,1089.77,15413444.0
2013-05-29,1065.96,1067.03,1053.18,1052.93,1012.12,1066.28,5.35114413311,916.4,1055.6,11569456.0
2013-05-30,1073.87,1078.46,1059.83,1059.37,1020.13,1072.46,5.12973836668,919.95,1063.0,12702507.0
2013-05-31,1073.02,1086.33,1068.07,1064.32,1026.82,1072.31,4.43018250521,923.08,1074.48,14032823.0
2013-06-03,1052.14,1074.82,1050.21,1064.38,1031.52,1064.79,3.22533736622,926.22,1070.73,12668299.0
2013-06-04,1022.46,1049.26,1011.4,1059.27,1034.78,1057.49,2.19466939833,928.46,1049.1,12745387.0
2013-06-05,1032.76,1038.03,1021.02,1058.56,1037.41,1050.85,1.29553407043,930.63,1021.02,9397943.0
2013-06-06,1022.13,1031.36,1020.83,1056.48,1038.91,1040.5,0.153045018337,933.04,1027.05,9843383.0
2013-06-07,1030.14,1039.65,1018.45,1052.12,1041.0,1031.93,-0.871277617675,935.8,1022.56,10557897.0
2013-06-13,1029.28,1029.28,986.05,1046.07,1042.71,1027.36,-1.47212551908,938.47,1019.47,9936155.0
2013-06-14,1068.15,1069.81,1029.93,1046.99,1047.3,1036.49,-1.03217798148,942.27,1029.93,11803686.0
2013-06-17,1073.69,1091.91,1068.61,1047.76,1050.35,1044.68,-0.53982005998,946.27,1074.53,13475017.0
2013-06-18,1072.93,1078.53,1053.33,1047.67,1053.52,1054.84,0.125294251652,950.12,1073.31,11576012.0
2013-06-19,1067.63,1070.35,1053.8,1047.13,1055.73,1062.34,0.626107053887,953.68,1064.74,10743146.0
2013-06-20,1029.53,1067.95,1027.84,1044.88,1054.63,1062.39,0.735803077857,956.63,1060.38,11540617.0
2013-06-21,1025.5,1030.13,988.22,1045.18,1052.22,1053.86,0.155860941628,959.68,1007.87,11389660.0
2013-06-24,971.45,1023.22,961.84,1039.04,1048.8,1033.41,-1.46739130435,961.43,1023.22,12623825.0
2013-06-25,984.75,991.64,903.67,1035.31,1045.89,1015.78,-2.87888783715,963.13,958.35,15317767.0
2013-06-26,1038.98,1039.01,984.88,1036.19,1044.16,1010.05,-3.26674072939,965.75,984.94,16903148.0
2013-06-27,1022.5,1063.02,1020.46,1035.51,1040.79,1008.64,-3.08899970215,968.1,1043.66,17666648.0
2013-06-28,1011.66,1037.42,1002.19,1029.86,1038.43,1005.86,-3.13646562599,970.35,1012.64,12387924.0
2013-07-01,1055.84,1055.84,1005.8,1028.08,1037.92,1022.75,-1.46157700015,973.24,1011.27,12474594.0
2013-07-02,1083.25,1086.4,1056.91,1029.11,1038.39,1042.45,0.390989897823,976.83,1056.91,15790757.0
2013-07-03,1104.58,1108.49,1065.51,1032.81,1039.97,1055.56,1.49908170428,980.8,1079.65,16168071.0
2013-07-04,1087.9,1105.79,1085.4,1038.64,1041.76,1068.64,2.58024880971,984.32,1097.77,14852731.0
2013-07-05,1057.27,1091.82,1057.13,1041.82,1043.5,1077.78,3.28509822712,987.85,1087.69,13408042.0
2013-07-08,1030.6,1057.04,1015.67,1047.73,1043.39,1072.71,2.81007101851,991.11,1035.94,12582243.0
2013-07-09,1050.72,1051.51,1026.46,1054.33,1044.82,1066.21,2.04724258724,994.4,1028.56,10557293.0
2013-07-10,1068.86,1069.39,1048.73,1057.31,1046.75,1059.06,1.17602101743,997.84,1049.21,12160100.0
2013-07-11,1080.78,1082.78,1057.44,1063.14,1049.33,1057.65,0.79288688973,1001.68,1066.7,13950763.0
2013-07-12,1096.3,1117.69,1077.31,1071.61,1050.74,1065.45,1.39996573843,1005.82,1079.33,15481149.0
2013-07-15,1139.57,1139.57,1096.19,1079.98,1054.03,1087.25,3.15171294935,1010.71,1096.19,17356196.0
2013-07-16,1143.2,1153.07,1129.74,1085.97,1057.54,1105.74,4.55774722469,1015.82,1141.57,17169448.0
2013-07-17,1129.48,1149.47,1118.85,1088.47,1060.64,1117.88,5.39674158998,1020.54,1140.73,17598208.0
2013-07-18,1127.97,1138.09,1118.63,1092.47,1065.56,1127.3,5.79413641653,1024.88,1124.79,16214187.0
2013-07-19,1116.01,1156.09,1116.01,1098.34,1070.08,1131.24,5.71546052632,1028.93,1125.77,18433528.0
2013-07-22,1153.77,1153.77,1107.34,1110.67,1079.2,1134.09,5.0861749444,1033.29,1109.96,15878729.0
2013-07-23,1178.59,1179.46,1160.45,1123.45,1088.89,1141.16,4.80030122418,1037.66,1161.08,19928652.0
2013-07-24,1203.31,1208.13,1177.59,1136.9,1097.11,1155.93,5.36135847818,1042.82,1181.36,20958972.0
2013-07-25,1150.39,1207.23,1148.81,1143.86,1103.5,1160.41,5.15722700498,1046.6,1205.62,20110376.0
2013-07-26,1158.35,1166.21,1133.16,1150.06,1110.84,1168.89,5.22577508912,1050.85,1150.25,14411688.0
2013-07-29,1136.98,1168.47,1136.4,1149.81,1114.89,1165.53,4.54215214057,1054.98,1155.81,13991334.0
2013-07-30,1124.1,1147.02,1095.65,1147.89,1116.93,1154.63,3.37532343119,1058.48,1137.15,13415517.0
2013-07-31,1134.02,1143.37,1117.34,1148.35,1118.41,1140.78,2.00016094277,1061.73,1126.1,11352306.0
2013-08-01,1190.11,1191.12,1135.45,1154.56,1123.52,1148.71,2.24206066648,1065.6,1135.45,16891922.0
2013-08-02,1188.85,1208.33,1187.31,1161.85,1130.1,1154.81,2.1865321653,1069.46,1196.17,19517892.0
2013-08-05,1202.83,1202.83,1182.54,1166.75,1138.71,1167.97,2.5695743429,1073.17,1186.73,16244668.0
2013-08-06,1211.78,1219.12,1200.69,1170.07,1146.76,1185.53,3.38082946737,1076.83,1202.09,16970664.0
2013-08-07,1175.7,1209.37,1173.26,1167.31,1152.11,1193.85,3.62291795054,1079.95,1208.5,16533909.0
2013-08-08,1185.96,1195.92,1165.32,1170.87,1157.36,1193.03,3.0820142393,1083.13,1172.09,12980114.0
2013-08-09,1172.52,1194.78,1153.45,1172.29,1161.18,1189.76,2.46128937805,1086.4,1185.64,14222932.0
2013-08-12,1161.87,1185.37,1146.02,1174.77,1162.29,1181.56,1.65793390634,1088.89,1174.09,14338272.0
2013-08-13,1172.33,1180.61,1151.68,1179.6,1163.75,1173.68,0.853276047261,1091.6,1161.49,13353812.0
2013-08-14,1180.66,1186.29,1160.02,1184.26,1166.3,1174.66,0.716796707537,1094.22,1175.63,16202466.0
2013-08-15,1167.09,1184.4,1165.77,1181.96,1168.26,1170.9,0.22597709414,1096.15,1177.85,15192214.0
2013-08-16,1132.09,1178.84,1131.44,1176.28,1169.07,1162.8,-0.536323744515,1097.12,1158.96,15946678.0
2013-08-19,1171.4,1172.03,1125.59,1173.14,1169.95,1164.72,-0.447027650754,1099.32,1126.64,13073910.0
2013-08-20,1175.78,1180.99,1164.38,1169.54,1169.81,1165.4,-0.376984296595,1101.53,1170.99,15348980.0
2013-08-21,1181.34,1185.54,1169.49,1170.11,1168.71,1165.55,-0.270383585321,1103.32,1173.61,14205580.0
2013-08-22,1197.13,1204.59,1178.41,1171.22,1171.05,1171.55,0.0426967251612,1105.11,1180.19,15582737.0
2013-08-23,1219.83,1225.89,1188.82,1175.95,1174.12,1189.1,1.27584914659,1107.79,1200.68,18475568.0
2013-08-26,1238.17,1241.47,1220.58,1183.59,1179.18,1202.45,1.97340524771,1110.66,1220.98,15475788.0
2013-08-27,1250.75,1251.04,1226.38,1191.43,1185.51,1217.45,2.69419912105,1113.61,1238.27,15101603.0
2013-08-28,1228.0,1253.4,1228.0,1196.16,1190.21,1226.78,3.07256702599,1116.2,1244.01,16908632.0
2013-08-29,1226.3,1236.46,1217.52,1202.07,1192.02,1232.6,3.40430529689,1119.1,1224.61,12459208.0
2013-08-30,1185.15,1226.36,1181.89,1207.39,1191.83,1225.68,2.8401701585,1121.81,1221.87,15474750.0
2013-09-02,1210.19,1210.53,1178.01,1211.26,1192.2,1220.07,2.33769501761,1124.77,1179.32,9910558.0
2013-09-03,1234.59,1234.59,1214.3,1217.14,1193.34,1216.84,1.96926274155,1128.31,1217.77,10850674.0
2013-09-04,1236.35,1245.78,1227.32,1222.64,1196.38,1218.51,1.84974673599,1131.74,1233.5,11878652.0
2013-09-05,1267.26,1267.53,1233.26,1229.66,1200.44,1226.71,2.18836426644,1135.71,1233.82,13692141.0
2013-09-06,1282.75,1288.26,1261.58,1235.95,1205.95,1246.22,3.33927608939,1139.29,1267.84,14537532.0
2013-09-09,1275.91,1283.7,1258.13,1239.72,1211.66,1259.38,3.93839856065,1142.66,1282.65,15545329.0
2013-09-10,1263.59,1278.04,1254.01,1241.01,1216.22,1265.18,4.02558747595,1145.84,1277.87,14939381.0
2013-09-11,1220.71,1256.66,1216.37,1240.28,1218.22,1262.04,3.5970514357,1148.39,1256.66,16208156.0
2013-09-12,1220.63,1236.59,1211.6,1239.71,1220.89,1252.71,2.60629540745,1151.57,1215.69,10582306.0
2013-09-13,1253.45,1256.04,1210.4,1246.54,1226.97,1246.86,1.62106652974,1155.37,1221.15,11193164.0
2013-09-16,1278.8,1297.64,1254.47,1253.4,1232.33,1247.43,1.22532113963,1160.49,1254.47,12435700.0
2013-09-17,1269.36,1285.63,1267.71,1256.88,1237.01,1248.59,0.936128244719,1165.24,1279.26,11536022.0
2013-09-18,1289.64,1292.33,1262.33,1262.21,1242.43,1262.38,1.60572426616,1169.41,1268.34,11226571.0
2013-09-23,1326.09,1326.41,1291.33,1268.09,1248.88,1283.47,2.76968163474,1174.47,1292.76,15010865.0
2013-09-24,1328.4,1340.52,1310.33,1272.66,1254.3,1298.45,3.51989157299,1179.75,1325.89,16213363.0
2013-09-25,1323.04,1344.39,1320.11,1277.37,1258.55,1307.31,3.87429978944,1184.21,1324.19,14115350.0
2013-09-26,1306.34,1332.12,1301.14,1281.64,1261.32,1314.7,4.23207433482,1187.92,1318.52,13170773.0
2013-09-27,1323.76,1330.69,1301.48,1291.96,1266.12,1321.54,4.37715224465,1191.58,1305.51,12841526.0
2013-09-30,1367.91,1368.66,1329.56,1306.68,1273.2,1329.89,4.45256047754,1196.24,1329.56,11271965.0
2013-10-08,1387.66,1389.73,1363.9,1320.1,1283.32,1341.75,4.55303431724,1201.75,1376.37,14307748.0
2013-10-09,1415.83,1418.48,1382.1,1333.81,1293.6,1360.3,5.15615337044,1208.17,1385.96,15712792.0
2013-10-10,1378.15,1423.97,1377.32,1344.68,1300.78,1374.66,5.6796691216,1213.63,1422.36,17595100.0
2013-10-11,1379.9,1386.54,1357.49,1353.71,1307.96,1385.89,5.95813327625,1218.81,1377.98,15418385.0
2013-10-14,1393.6,1394.34,1370.72,1360.46,1314.28,1391.03,5.83969930304,1224.03,1374.47,15929058.0
2013-10-15,1389.75,1409.5,1378.81,1366.59,1319.63,1391.44,5.44167683366,1228.92,1397.21,17424880.0
2013-10-16,1335.1,1393.1,1323.87,1367.8,1322.58,1375.3,3.98614828593,1232.18,1393.01,16294064.0
2013-10-17,1322.99,1355.65,1317.75,1369.47,1325.56,1364.28,2.92102960258,1235.17,1339.31,16227186.0
2013-10-18,1349.94,1353.97,1327.1,1372.08,1332.02,1358.28,1.97144187024,1238.85,1327.1,13405969.0
2013-10-21,1400.97,1403.11,1358.88,1375.39,1341.03,1359.75,1.39594192524,1243.4,1358.88,17347150.0
2013-10-22,1350.47,1408.46,1348.69,1371.67,1345.88,1351.9,0.447290991767,1247.31,1401.47,21904618.0
2013-10-23,1311.23,1336.23,1293.82,1361.21,1347.51,1347.13,-0.0282001617799,1249.93,1336.23,17911764.0
2013-10-24,1295.93,1319.37,1287.88,1352.99,1348.83,1341.7,-0.528606273585,1251.88,1307.11,12197037.0
2013-10-25,1269.17,1304.49,1255.59,1341.91,1347.81,1325.55,-1.65156809936,1252.98,1298.72,14500064.0
2013-10-28,1279.05,1286.0,1262.34,1330.46,1345.46,1301.18,-3.29106773891,1255.13,1264.14,12298115.0
2013-10-29,1261.68,1292.97,1205.0,1317.66,1342.13,1283.41,-4.37513504653,1256.85,1276.27,17475128.0
2013-10-30,1273.29,1274.34,1251.01,1311.47,1339.63,1275.81,-4.76400200055,1259.12,1256.24,12776898.0
2013-10-31,1235.56,1266.56,1232.4,1302.72,1336.1,1263.75,-5.41501384627,1260.98,1266.56,11966456.0
2013-11-01,1221.96,1233.57,1198.81,1289.93,1331.01,1254.31,-5.76254122809,1262.44,1227.69,11666154.0
2013-11-04,1222.46,1240.88,1216.85,1272.08,1323.73,1242.99,-6.09943115288,1262.98,1217.28,10090941.0
2013-11-05,1260.03,1260.37,1208.35,1263.04,1317.35,1242.66,-5.66971571716,1264.17,1217.64,12312914.0
2013-11-06,1241.79,1277.43,1241.76,1256.09,1308.65,1236.36,-5.52401329614,1264.82,1255.47,13869196.0
2013-11-07,1224.05,1250.57,1219.31,1248.91,1300.95,1234.06,-5.14162727238,1265.02,1234.24,10827570.0
2013-11-08,1211.11,1226.32,1204.52,1243.1,1292.51,1231.89,-4.69009910948,1265.61,1215.68,10027417.0
2013-11-11,1212.69,1223.77,1191.18,1236.46,1283.46,1229.94,-4.16997802814,1266.06,1208.26,9151372.0
2013-11-12,1228.35,1233.19,1209.54,1233.13,1275.39,1223.59,-4.06150275602,1266.99,1213.31,11849087.0
2013-11-13,1212.08,1236.39,1210.66,1227.01,1269.24,1217.66,-4.06384923261,1267.83,1226.53,11896718.0
2013-11-14,1249.67,1251.77,1200.71,1228.42,1265.57,1222.78,-3.38108520271,1269.11,1207.45,14711835.0
2013-11-15,1269.05,1287.08,1248.07,1233.13,1261.53,1234.36,-2.15373395797,1270.59,1248.26,17592110.0
2013-11-18,1291.15,1295.21,1275.55,1240.0,1256.04,1250.06,-0.476099487277,1272.66,1275.55,17372800.0
2013-11-19,1298.17,1312.07,1289.91,1243.81,1253.42,1264.03,0.846484019722,1275.42,1293.06,17254948.0
2013-11-20,1299.26,1303.45,1283.66,1249.56,1252.82,1281.46,2.2860426877,1277.56,1299.68,14999286.0
2013-11-21,1298.95,1304.74,1288.21,1257.05,1252.98,1291.32,3.05990518604,1279.61,1295.93,15510614.0
2013-11-22,1295.07,1300.96,1283.88,1265.44,1254.27,1296.53,3.36929050364,1281.5,1298.47,13785260.0
2013-11-25,1293.8,1305.23,1283.66,1273.56,1255.01,1297.05,3.34977410539,1283.11,1290.84,13616777.0
2013-11-26,1291.85,1299.67,1280.01,1279.91,1256.52,1295.79,3.12529844332,1284.31,1291.62,14632953.0
2013-11-27,1329.48,1336.17,1288.58,1291.64,1259.33,1301.82,3.37401634202,1285.84,1290.19,17314918.0
2013-11-28,1336.66,1342.82,1331.45,1300.35,1264.38,1309.38,3.55905661273,1287.27,1333.05,17112566.0
2013-11-29,1366.83,1369.12,1335.63,1310.13,1271.63,1323.72,4.09631732501,1289.58,1335.63,20077894.0
2013-12-02,1253.93,1317.69,1253.34,1306.4,1273.2,1315.75,3.34197298146,1290.04,1296.7,22464032.0
2013-12-03,1255.33,1261.77,1198.06,1302.12,1272.96,1308.45,2.78799019608,1291.21,1223.38,19229992.0
2013-12-04,1240.29,1276.06,1240.08,1296.22,1272.89,1290.61,1.39210772337,1291.71,1249.59,17508512.0
2013-12-05,1202.07,1236.1,1200.46,1286.53,1271.79,1263.69,-0.636897601019,1291.17,1234.5,15902429.0
2013-12-06,1206.78,1215.49,1194.75,1277.7,1271.57,1231.68,-3.13706677572,1290.68,1196.32,11847877.0
2013-12-09,1241.72,1241.77,1211.39,1272.49,1273.03,1229.24,-3.43982467027,1290.25,1211.39,12274145.0
2013-12-10,1231.92,1249.36,1227.06,1266.5,1273.2,1224.55,-3.82108074144,1289.41,1244.57,12573792.0
2013-12-11,1244.51,1255.06,1226.58,1258.01,1274.82,1225.4,-3.87662571971,1288.88,1230.78,11848543.0
2013-12-12,1279.32,1285.27,1238.95,1252.27,1276.31,1240.85,-2.77832188105,1289.15,1242.15,13711614.0
2013-12-13,1278.14,1286.72,1268.65,1243.4,1276.76,1255.13,-1.69413202168,1290.1,1274.17,13409044.0
2013-12-16,1279.96,1293.94,1266.94,1246.0,1276.2,1262.76,-1.05312646921,1291.09,1279.06,14699192.0
2013-12-17,1267.67,1282.17,1248.82,1247.24,1274.68,1269.93,-0.37264254558,1291.33,1278.53,13695909.0
2013-12-18,1256.0,1267.77,1245.96,1248.81,1272.51,1272.21,-0.0235754532381,1290.95,1267.77,12548336.0
2013-12-19,1256.08,1281.82,1253.43,1254.21,1270.37,1267.56,-0.221195399765,1290.73,1253.43,12168729.0
2013-12-20,1253.71,1266.03,1246.39,1258.91,1268.3,1262.69,-0.442324371206,1290.13,1255.82,10887876.0
2013-12-23,1242.81,1253.67,1224.99,1259.01,1265.75,1255.26,-0.828757653565,1288.74,1251.41,11405589.0
2013-12-24,1258.82,1264.72,1241.91,1261.71,1264.1,1253.49,-0.839332331303,1287.58,1242.0,12160292.0
2013-12-25,1288.34,1288.85,1258.41,1266.08,1262.04,1259.95,-0.165604893664,1287.0,1262.0,15466452.0
2013-12-26,1269.54,1297.47,1268.14,1265.11,1258.69,1262.65,0.314612811733,1286.39,1290.87,15968421.0
2013-12-27,1294.3,1297.62,1265.08,1266.72,1255.06,1270.76,1.25093621022,1285.9,1265.08,16428741.0
2013-12-30,1307.99,1307.99,1292.83,1269.53,1257.76,1283.79,2.06955221982,1284.9,1294.42,17242560.0
2013-12-31,1304.44,1309.34,1288.94,1273.21,1260.22,1292.93,2.59557854978,1283.51,1302.67,14670009.0
2014-01-02,1333.0,1333.1,1299.34,1280.91,1264.86,1301.86,2.92522492608,1282.13,1302.3,16376142.0
2014-01-03,1352.84,1355.12,1331.97,1290.58,1272.39,1318.51,3.62467482454,1281.71,1332.35,19116662.0
2014-01-06,1323.33,1354.15,1322.72,1297.54,1278.22,1324.31,3.60579555945,1280.77,1350.31,17027572.0
2014-01-07,1352.28,1355.4,1312.27,1308.49,1283.75,1333.19,3.85121713729,1280.08,1315.44,14884362.0
2014-01-08,1405.02,1409.21,1363.31,1323.11,1292.41,1353.29,4.71057946008,1280.33,1363.31,22492878.0
2014-01-09,1380.24,1423.84,1379.65,1332.3,1299.19,1362.74,4.89150932504,1281.09,1401.8,20653468.0
2014-01-10,1353.3,1385.86,1347.61,1340.68,1302.89,1362.84,4.6013093968,1281.59,1373.52,13861382.0
