date,1m
2002-01-04,2.5192 
2002-01-07,2.5373 
2002-01-08,1.6796 
2002-01-09,1.6512 
2002-01-10,1.6475 
2002-01-11,1.6484 
2002-01-14,1.4096 
2002-01-15,1.4661 
2002-01-16,1.4937 
2002-01-17,1.4637 
2002-01-18,2.1888 
2002-01-21,2.1889 
2002-01-22,2.1921 
2002-01-23,2.3276 
2002-01-24,2.1614 
2002-01-25,2.3408 
2002-01-28,2.2685 
2002-01-29,1.5809 
2002-01-30,2.1930 
2002-01-31,2.2087 
2002-02-01,2.1221 
2002-02-04,2.1093 
2002-02-05,2.0796 
2002-02-06,2.1582 
2002-02-07,2.0469 
2002-02-08,2.0560 
2002-02-09,2.0744 
2002-02-10,2.0972 
2002-02-11,2.1306 
2002-02-19,2.1248 
2002-02-20,2.0100 
2002-02-21,2.1059 
2002-02-22,2.0844 
2002-02-25,1.9589 
2002-02-26,1.9284 
2002-02-27,1.9242 
2002-02-28,1.9181 
2002-03-01,1.9480 
2002-03-04,2.0292 
2002-03-05,1.9498 
2002-03-06,1.7921 
2002-03-07,1.7753 
2002-03-08,1.7398 
2002-03-11,1.7715 
2002-03-12,1.7686 
2002-03-13,1.7937 
2002-03-14,1.7758 
2002-03-15,1.8079 
2002-03-18,1.9777 
2002-03-19,2.0176 
2002-03-20,2.0182 
2002-03-21,1.7907 
2002-03-22,1.7745 
2002-03-25,1.7028 
2002-03-26,1.7504 
2002-03-27,1.5851 
2002-03-28,1.6965 
2002-03-29,1.7440 
2002-04-01,1.8059 
2002-04-02,1.8915 
2002-04-03,1.7866 
2002-04-04,1.7324 
2002-04-05,1.5449 
2002-04-08,1.7445 
2002-04-09,1.7087 
2002-04-10,1.7877 
2002-04-11,1.7867 
2002-04-12,1.8793 
2002-04-15,1.8366 
2002-04-16,1.8788 
2002-04-17,1.8136 
2002-04-18,1.8618 
2002-04-19,1.9436 
2002-04-22,1.8180 
2002-04-23,1.8504 
2002-04-24,1.8064 
2002-04-25,1.7654 
2002-04-26,4.9840 
2002-04-27,1.7917 
2002-04-28,0.8638 
2002-04-29,1.7640 
2002-04-30,1.8654 
2002-05-08,1.8222 
2002-05-09,1.7805 
2002-05-10,1.9498 
2002-05-13,1.7819 
2002-05-14,1.8072 
2002-05-15,1.7867 
2002-05-16,1.8085 
2002-05-17,1.8188 
2002-05-20,1.7657 
2002-05-21,1.8108 
2002-05-22,1.8140 
2002-05-23,1.8802 
2002-05-24,1.8683 
2002-05-27,1.7682 
2002-05-28,1.7701 
2002-05-29,1.7737 
2002-05-30,1.7788 
2002-05-31,1.7869 
2002-06-03,1.8149 
2002-06-04,1.4753 
2002-06-05,1.4433 
2002-06-06,1.7510 
2002-06-07,1.5956 
2002-06-10,1.7921 
2002-06-11,1.7779 
2002-06-12,1.7994 
2002-06-13,1.7869 
2002-06-14,1.7413 
2002-06-17,1.7521 
2002-06-18,1.8305 
2002-06-19,1.7291 
2002-06-20,1.7466 
2002-06-21,1.7328 
2002-06-24,1.7315 
2002-06-25,1.5108 
2002-06-26,1.6759 
2002-06-27,1.7356 
2002-06-28,1.6851 
2002-07-01,1.7266 
2002-07-02,1.7462 
2002-07-03,1.7073 
2002-07-04,1.7090 
2002-07-05,1.6162 
2002-07-08,1.6592 
2002-07-09,1.6968 
2002-07-10,1.6026 
2002-07-11,1.6591 
2002-07-12,1.8104 
2002-07-15,1.4237 
2002-07-16,1.6093 
2002-07-17,1.6969 
2002-07-18,1.8101 
2002-07-19,1.6282 
2002-07-22,1.5858 
2002-07-23,1.5128 
2002-07-24,1.5255 
2002-07-25,1.7081 
2002-07-26,1.5834 
2002-07-29,1.7059 
2002-07-30,1.7298 
2002-07-31,1.6366 
2002-08-01,1.6191 
2002-08-02,1.6876 
2002-08-05,1.6427 
2002-08-06,1.6503 
2002-08-07,1.6461 
2002-08-08,1.7366 
2002-08-09,1.5211 
2002-08-12,1.6410 
2002-08-13,1.7145 
2002-08-14,1.6783 
2002-08-15,1.6994 
2002-08-16,1.4701 
2002-08-19,1.4237 
2002-08-20,1.3956 
2002-08-21,1.4408 
2002-08-22,1.8530 
2002-08-26,1.4772 
2002-08-27,1.5487 
2002-08-28,1.6385 
2002-08-29,1.7172 
2002-08-30,1.6452 
2002-09-02,1.5881 
2002-09-03,1.7505 
2002-09-04,1.7448 
2002-09-05,1.5107 
2002-09-06,1.5475 
2002-09-09,1.4351 
2002-09-10,1.1649 
2002-09-11,1.7641 
2002-09-12,1.8283 
2002-09-13,1.3222 
2002-09-16,1.6078 
2002-09-17,1.6324 
2002-09-18,1.8397 
2002-09-19,1.4579 
2002-09-20,1.7877 
2002-09-23,1.9251 
2002-09-24,1.8770 
2002-09-25,1.8327 
2002-09-26,1.7297 
2002-09-27,1.8365 
2002-09-28,1.9854 
2002-09-29,1.7377 
2002-09-30,1.3990 
2002-10-08,1.8875 
2002-10-09,1.8912 
2002-10-10,1.8449 
2002-10-11,1.8612 
2002-10-14,1.8741 
2002-10-15,1.8234 
2002-10-16,1.8368 
2002-10-17,1.6615 
2002-10-18,1.9212 
2002-10-21,1.8537 
2002-10-22,1.8884 
2002-10-23,1.9020 
2002-10-24,1.9828 
2002-10-25,1.9531 
2002-10-28,2.0999 
2002-10-29,2.0040 
2002-10-30,1.8924 
2002-10-31,1.8944 
2002-11-01,1.8402 
2002-11-04,2.0913 
2002-11-05,1.8231 
2002-11-06,1.7909 
2002-11-07,1.7802 
2002-11-08,1.2983 
2002-11-11,1.7735 
2002-11-12,1.7750 
2002-11-13,1.7819 
2002-11-14,1.7873 
2002-11-15,1.7955 
2002-11-18,1.7779 
2002-11-19,1.4116 
2002-11-20,1.7918 
2002-11-21,1.7217 
2002-11-22,1.7001 
2002-11-25,1.6898 
2002-11-26,1.6431 
2002-11-27,1.6747 
2002-11-28,1.6802 
2002-11-29,1.3860 
2002-12-02,1.7336 
2002-12-03,1.7252 
2002-12-04,1.7275 
2002-12-05,1.6839 
2002-12-06,1.7080 
2002-12-09,1.6127 
2002-12-10,1.7194 
2002-12-11,1.6564 
2002-12-12,1.6971 
2002-12-13,2.1189 
2002-12-16,1.6915 
2002-12-17,1.6422 
2002-12-18,1.7021 
2002-12-19,1.7164 
2002-12-20,1.7205 
2002-12-23,1.6833 
2002-12-24,2.1658 
2002-12-25,1.5553 
2002-12-26,2.0897 
2002-12-27,1.4106 
2002-12-30,1.8360 
2002-12-31,1.9430 
2003-01-02,1.5202 
2003-01-03,1.5925 
2003-01-06,1.5177 
2003-01-07,1.9631 
2003-01-08,1.6253 
2003-01-09,1.6218 
2003-01-10,1.5410 
2003-01-13,1.5421 
2003-01-14,1.5162 
2003-01-15,1.4672 
2003-01-16,1.4638 
2003-01-17,1.3835 
2003-01-20,1.5837 
2003-01-21,1.4263 
2003-01-22,1.4086 
2003-01-23,1.4033 
2003-01-24,2.0604 
2003-01-27,1.6101 
2003-01-28,1.3808 
2003-01-29,1.3525 
2003-01-30,1.9504 
2003-01-31,1.9807 
2003-02-08,1.2314 
2003-02-09,1.1990 
2003-02-10,1.3660 
2003-02-11,2.0101 
2003-02-12,1.1689 
2003-02-13,1.1534 
2003-02-14,1.0949 
2003-02-17,1.8955 
2003-02-18,1.0390 
2003-02-19,1.1374 
2003-02-20,1.0497 
2003-02-21,1.0998 
2003-02-24,2.0420 
2003-02-25,0.9724 
2003-02-26,1.0334 
2003-02-27,1.0221 
2003-02-28,1.0324 
2003-03-03,1.8971 
2003-03-04,0.9641 
2003-03-05,2.0527 
2003-03-06,1.9934 
2003-03-07,0.8970 
2003-03-10,1.9393 
2003-03-11,2.1121 
2003-03-12,0.9871 
2003-03-13,1.8367 
2003-03-14,1.9365 
2003-03-17,0.8185 
2003-03-18,1.5830 
2003-03-19,1.3688 
2003-03-20,0.8510 
2003-03-21,2.1602 
2003-03-24,1.2918 
2003-03-25,1.3383 
2003-03-26,2.0159 
2003-03-27,0.5905 
2003-03-28,2.0017 
2003-03-31,1.9355 
2003-04-01,2.0690 
2003-04-02,1.9887 
2003-04-03,1.9653 
2003-04-04,2.0478 
2003-04-07,1.9372 
2003-04-08,1.9598 
2003-04-09,1.8782 
2003-04-10,1.8225 
2003-04-11,2.0712 
2003-04-14,0.1732 
2003-04-15,1.9455 
2003-04-16,1.8905 
2003-04-17,1.9002 
2003-04-18,1.9970 
2003-04-21,2.0158 
2003-04-22,-0.0516 
2003-04-23,1.9065 
2003-04-24,1.5265 
2003-04-25,2.0545 
2003-04-28,2.1252 
2003-04-29,2.1139 
2003-05-06,1.9599 
2003-05-07,1.9572 
2003-05-08,1.9253 
2003-05-09,2.0043 
2003-05-12,1.9957 
2003-05-13,1.9081 
2003-05-14,2.0022 
2003-05-15,1.9939 
2003-05-16,2.0331 
2003-05-19,1.9056 
2003-05-20,1.8274 
2003-05-21,1.9028 
2003-05-22,1.8976 
2003-05-23,1.9627 
2003-05-26,1.9219 
2003-05-27,1.9573 
2003-05-28,1.8406 
2003-05-29,1.9328 
2003-05-30,1.9344 
2003-06-02,1.8748 
2003-06-03,2.0232 
2003-06-04,1.9322 
2003-06-05,1.9325 
2003-06-06,1.8741 
2003-06-09,1.9947 
2003-06-10,2.8427 
2003-06-11,2.1533 
2003-06-12,2.0353 
2003-06-13,2.0960 
2003-06-16,2.0088 
2003-06-17,2.0410 
2003-06-18,2.0028 
2003-06-20,2.0515 
2003-06-23,2.0884 
2003-06-24,2.0611 
2003-06-25,2.0659 
2003-06-26,2.5746 
2003-06-27,2.0755 
2003-06-30,1.9120 
2003-07-01,1.9589 
2003-07-02,2.1035 
2003-07-03,2.0323 
2003-07-04,2.1091 
2003-07-07,2.1606 
2003-07-08,2.0419 
2003-07-09,1.9965 
2003-07-10,2.0721 
2003-07-11,2.0145 
2003-07-14,2.3910 
2003-07-15,2.3740 
2003-07-16,2.4289 
2003-07-17,2.3745 
2003-07-18,2.3780 
2003-07-21,2.3928 
2003-07-22,2.3693 
2003-07-23,2.2509 
2003-07-24,2.2019 
2003-07-25,2.2320 
2003-07-28,2.2688 
2003-07-29,2.2541 
2003-07-30,2.2346 
2003-07-31,2.2269 
2003-08-01,2.2443 
2003-08-04,2.0274 
2003-08-05,2.2300 
2003-08-06,2.2440 
2003-08-07,2.2345 
2003-08-11,2.4000 
2003-08-12,2.5071 
2003-08-13,2.4411 
2003-08-14,2.4436 
2003-08-19,2.5118 
2003-08-20,2.4640 
2003-08-21,2.5282 
2003-08-22,2.5111 
2003-08-25,2.5026 
2003-08-26,2.4816 
2003-08-27,2.6114 
2003-08-28,2.6133 
2003-08-29,2.5395 
2003-09-01,2.5370 
2003-09-02,2.5621 
2003-09-03,2.5373 
2003-09-04,2.5566 
2003-09-05,2.5473 
2003-09-08,2.5100 
2003-09-09,2.5867 
2003-09-10,2.5912 
2003-09-11,2.5917 
2003-09-12,2.5949 
2003-09-15,2.3463 
2003-09-16,2.6254 
2003-09-17,2.6910 
2003-09-18,2.6194 
2003-09-19,2.8127 
2003-09-22,2.5336 
2003-09-23,2.3803 
2003-09-24,2.4754 
2003-09-25,2.6328 
2003-09-26,2.4900 
2003-09-27,2.4336 
2003-09-28,2.5575 
2003-09-29,2.1435 
2003-09-30,2.1895 
2003-10-08,2.2058 
2003-10-09,2.4217 
2003-10-10,2.7055 
2003-10-13,2.7800 
2003-10-14,2.4734 
2003-10-15,2.3913 
2003-10-16,2.3279 
2003-10-17,2.5997 
2003-10-20,2.5553 
2003-10-21,2.2496 
2003-10-22,2.3546 
2003-10-23,2.3779 
2003-10-24,1.9630 
2003-10-27,2.7781 
2003-10-28,2.5377 
2003-10-29,2.4866 
2003-10-30,2.2744 
2003-10-31,2.6438 
2003-11-03,2.6459 
2003-11-04,2.6889 
2003-11-05,2.5365 
2003-11-06,2.4681 
2003-11-07,2.3488 
2003-11-10,2.4682 
2003-11-11,2.4630 
2003-11-12,2.4706 
2003-11-13,2.4077 
2003-11-14,2.5295 
2003-11-17,2.4001 
2003-11-18,2.2868 
2003-11-19,2.2539 
2003-11-20,2.2079 
2003-11-21,2.1061 
2003-11-24,2.0582 
2003-11-25,2.3880 
2003-11-26,2.0005 
2003-11-28,1.7452 
2003-12-01,2.0323 
2003-12-02,1.9363 
2003-12-03,2.0263 
2003-12-04,2.0938 
2003-12-05,2.1952 
2003-12-08,2.0321 
2003-12-09,2.3324 
2003-12-10,2.1047 
2003-12-11,2.1612 
2003-12-12,2.1241 
2003-12-15,2.1061 
2003-12-16,1.8336 
2003-12-17,1.9578 
2003-12-18,2.0078 
2003-12-19,2.1424 
2003-12-22,2.3092 
2003-12-23,2.2768 
2003-12-24,2.1115 
2003-12-25,2.1025 
2003-12-26,2.1576 
2003-12-29,2.0808 
2003-12-30,1.9935 
2003-12-31,1.7931 
2004-01-02,1.8036 
2004-01-05,2.0484 
2004-01-06,2.0257 
2004-01-07,2.1664 
2004-01-08,2.1272 
2004-01-09,3.0816 
2004-01-12,2.0872 
2004-01-13,2.0691 
2004-01-14,2.3561 
2004-01-15,2.0714 
2004-01-16,2.3197 
2004-01-17,2.2627 
2004-01-18,2.0927 
2004-01-19,2.2344 
2004-01-20,2.0920 
2004-01-21,2.2591 
2004-01-29,2.2247 
2004-01-30,2.1764 
2004-02-02,2.2036 
2004-02-03,2.2541 
2004-02-04,2.3217 
2004-02-05,2.1063 
2004-02-06,1.9235 
2004-02-09,2.2689 
2004-02-10,2.2945 
2004-02-11,2.0113 
2004-02-12,2.3707 
2004-02-13,2.2964 
2004-02-16,1.9385 
2004-02-17,2.2903 
2004-02-18,2.3126 
2004-02-19,2.3016 
2004-02-20,1.9734 
2004-02-23,2.3258 
2004-02-24,2.3413 
2004-02-25,2.3059 
2004-02-26,2.2986 
2004-02-27,2.2194 
2004-03-01,2.2624 
2004-03-02,2.3259 
2004-03-03,2.2622 
2004-03-04,2.3307 
2004-03-05,2.2956 
2004-03-08,2.3170 
2004-03-09,2.2885 
2004-03-10,2.2773 
2004-03-11,2.2962 
2004-03-12,2.3079 
2004-03-15,2.2410 
2004-03-16,2.1726 
2004-03-17,2.0429 
2004-03-18,2.0869 
2004-03-19,2.4242 
2004-03-22,2.4814 
2004-03-23,2.3941 
2004-03-24,2.5499 
2004-03-25,2.3812 
2004-03-26,2.4405 
2004-03-29,2.4144 
2004-03-30,2.2451 
2004-03-31,2.1977 
2004-04-01,2.3633 
2004-04-05,2.3320 
2004-04-06,2.2141 
2004-04-07,2.4853 
2004-04-08,2.4442 
2004-04-09,2.3502 
2004-04-12,2.3510 
2004-04-13,2.4523 
2004-04-14,2.5620 
2004-04-15,2.4631 
2004-04-16,2.8095 
2004-04-19,2.6437 
2004-04-20,2.4428 
2004-04-21,2.4093 
2004-04-22,2.4364 
2004-04-23,2.2286 
2004-04-26,2.5964 
2004-04-27,2.5006 
2004-04-28,2.5092 
2004-04-29,2.4281 
2004-04-30,2.6539 
2004-05-08,2.6450 
2004-05-09,2.5835 
2004-05-10,2.5041 
2004-05-11,2.5702 
2004-05-12,2.6183 
2004-05-13,2.7433 
2004-05-14,2.5030 
2004-05-17,2.4685 
2004-05-18,2.4423 
2004-05-19,2.7046 
2004-05-20,2.7228 
2004-05-21,2.8770 
2004-05-24,2.9066 
2004-05-25,2.4822 
2004-05-26,2.7098 
2004-05-27,2.8237 
2004-05-28,2.7558 
2004-05-31,2.8485 
2004-06-01,2.6783 
2004-06-02,2.6392 
2004-06-03,2.6465 
2004-06-04,2.5701 
2004-06-07,2.7938 
2004-06-08,2.7205 
2004-06-09,2.8829 
2004-06-10,2.8542 
2004-06-11,2.8756 
2004-06-14,3.0305 
2004-06-15,2.6846 
2004-06-16,2.8968 
2004-06-17,2.5966 
2004-06-18,2.7142 
2004-06-21,2.8392 
2004-06-22,2.9341 
2004-06-23,2.7002 
2004-06-24,2.7299 
2004-06-25,2.7451 
2004-06-28,3.0396 
2004-06-29,2.7530 
2004-06-30,2.9370 
2004-07-01,2.8953 
2004-07-02,3.1464 
2004-07-05,2.5977 
2004-07-06,2.8890 
2004-07-07,2.9450 
2004-07-08,2.8229 
2004-07-09,2.8603 
2004-07-12,2.9647 
2004-07-13,2.8347 
2004-07-14,2.8134 
2004-07-15,2.9095 
2004-07-16,2.8242 
2004-07-19,2.8536 
2004-07-20,2.9186 
2004-07-21,2.9942 
2004-07-22,2.9454 
2004-07-23,2.7821 
2004-07-26,2.9873 
2004-07-27,2.8893 
2004-07-28,2.8121 
2004-07-29,2.8133 
2004-07-30,2.4973 
2004-08-02,2.4325 
2004-08-03,2.8395 
2004-08-04,2.7283 
2004-08-05,2.6820 
2004-08-06,2.5825 
2004-08-09,2.8674 
2004-08-10,2.7602 
2004-08-11,2.7521 
2004-08-12,2.8354 
2004-08-13,2.8250 
2004-08-16,2.9488 
2004-08-17,9.5002 
2004-08-18,2.2155 
2004-08-19,2.7783 
2004-08-20,2.7658 
2004-08-23,2.8901 
2004-08-24,2.8700 
2004-08-25,2.7524 
2004-08-26,2.6759 
2004-08-27,2.6572 
2004-08-30,2.9255 
2004-08-31,2.6982 
2004-09-01,2.9976 
2004-09-02,2.6647 
2004-09-03,2.8976 
2004-09-06,2.7790 
2004-09-07,2.7196 
2004-09-08,2.8643 
2004-09-09,2.7768 
2004-09-10,2.6166 
2004-09-13,2.9258 
2004-09-14,2.7604 
2004-09-15,2.7083 
2004-09-16,2.8257 
2004-09-17,2.7690 
2004-09-20,2.6754 
2004-09-21,2.8228 
2004-09-22,2.5593 
2004-09-23,2.7542 
2004-09-24,2.7320 
2004-09-27,2.4319 
2004-09-28,2.5602 
2004-09-29,2.5578 
2004-09-30,2.6584 
2004-10-08,2.5444 
2004-10-09,2.7733 
2004-10-10,2.8361 
2004-10-11,2.7625 
2004-10-12,2.6571 
2004-10-13,2.7105 
2004-10-14,2.6925 
2004-10-15,2.6720 
2004-10-18,2.6207 
2004-10-19,2.7700 
2004-10-20,2.7436 
2004-10-21,2.6029 
2004-10-22,2.6357 
2004-10-25,2.7395 
2004-10-26,2.8293 
2004-10-27,2.6968 
2004-10-28,2.6454 
2004-10-29,3.0541 
2004-11-01,2.9470 
2004-11-02,2.8565 
2004-11-03,2.7206 
2004-11-04,2.7436 
2004-11-05,2.7543 
2004-11-08,2.8123 
2004-11-09,2.7924 
2004-11-10,2.0852 
2004-11-11,2.6898 
2004-11-12,2.7029 
2004-11-15,2.7100 
2004-11-16,2.6775 
2004-11-17,2.6423 
2004-11-18,2.7149 
2004-11-19,2.7054 
2004-11-22,2.7599 
2004-11-23,2.6681 
2004-11-24,2.6947 
2004-11-25,2.6525 
2004-11-26,2.5968 
2004-11-29,2.7681 
2004-11-30,2.6799 
2004-12-01,3.2265 
2004-12-02,2.6714 
2004-12-03,2.6173 
2004-12-06,2.5557 
2004-12-07,2.5060 
2004-12-08,2.5316 
2004-12-09,2.5915 
2004-12-10,2.0925 
2004-12-13,2.4289 
2004-12-14,2.3805 
2004-12-15,2.4909 
2004-12-16,2.5265 
2004-12-17,2.6865 
2004-12-20,2.7372 
2004-12-21,2.5912 
2004-12-22,2.5103 
2004-12-23,2.5168 
2004-12-24,2.4687 
2004-12-27,2.5861 
2004-12-28,2.8874 
2004-12-29,2.5953 
2004-12-30,2.5587 
2004-12-31,2.6282 
2005-01-04,2.7712 
2005-01-05,2.5962 
2005-01-06,2.5210 
2005-01-07,2.3918 
2005-01-10,2.4628 
2005-01-11,2.4577 
2005-01-12,2.4404 
2005-01-13,2.3623 
2005-01-14,2.4028 
2005-01-17,2.4663 
2005-01-18,2.3971 
2005-01-19,2.4577 
2005-01-20,2.6179 
2005-01-21,2.6855 
2005-01-24,2.5093 
2005-01-25,2.4924 
2005-01-26,2.6003 
2005-01-27,2.5751 
2005-01-28,2.4306 
2005-01-31,2.5265 
2005-02-01,2.5147 
2005-02-02,2.4788 
2005-02-03,2.6031 
2005-02-04,2.6038 
2005-02-05,2.7392 
2005-02-06,2.6164 
2005-02-07,2.5511 
2005-02-08,2.5087 
2005-02-16,2.6355 
2005-02-17,2.5581 
2005-02-18,2.5699 
2005-02-21,2.4072 
2005-02-22,2.5841 
2005-02-23,2.5975 
2005-02-24,2.6396 
2005-02-25,2.6069 
2005-02-28,2.4254 
2005-03-01,2.3909 
2005-03-02,2.4409 
2005-03-03,2.5467 
2005-03-04,2.4225 
2005-03-07,2.4836 
2005-03-08,2.2172 
2005-03-09,2.2975 
2005-03-10,2.1997 
2005-03-11,2.2639 
2005-03-14,2.2220 
2005-03-15,2.7214 
2005-03-16,2.8875 
2005-03-17,2.6242 
2005-03-18,2.5665 
2005-03-21,2.5725 
2005-03-22,2.5998 
2005-03-23,2.6572 
2005-03-24,2.7071 
2005-03-25,2.6470 
2005-03-28,2.6351 
2005-03-29,2.5778 
2005-03-30,2.5965 
2005-03-31,2.4027 
2005-04-01,2.5713 
2005-04-04,2.5080 
2005-04-05,2.5415 
2005-04-06,2.5237 
2005-04-07,2.3378 
2005-04-08,2.4430 
2005-04-11,2.5076 
2005-04-12,2.3128 
2005-04-13,2.3230 
2005-04-14,2.1875 
2005-04-15,2.2995 
2005-04-18,2.3922 
2005-04-19,2.5779 
2005-04-20,2.3931 
2005-04-21,2.2781 
2005-04-22,2.2124 
2005-04-25,2.2101 
2005-04-26,2.5669 
2005-04-27,2.4685 
2005-04-28,2.5381 
2005-04-29,2.4239 
2005-04-30,2.5042 
2005-05-08,2.4377 
2005-05-09,2.4832 
2005-05-10,2.3947 
2005-05-11,2.4964 
2005-05-12,2.4019 
2005-05-13,2.3523 
2005-05-16,2.3289 
2005-05-17,2.3936 
2005-05-18,2.3737 
2005-05-19,2.3631 
2005-05-20,2.3106 
2005-05-23,2.1785 
2005-05-24,2.1335 
2005-05-25,2.2522 
2005-05-26,2.1094 
2005-05-27,2.1984 
2005-05-30,2.2371 
2005-05-31,2.2288 
2005-06-01,2.0959 
2005-06-02,2.1254 
2005-06-03,2.0641 
2005-06-06,2.0920 
2005-06-07,2.1294 
2005-06-08,2.1289 
2005-06-09,1.9487 
2005-06-10,1.9778 
2005-06-13,1.9314 
2005-06-14,1.9100 
2005-06-15,1.9822 
2005-06-16,1.7989 
2005-06-17,2.0975 
2005-06-20,2.2400 
2005-06-21,1.8384 
2005-06-22,1.8464 
2005-06-23,2.5424 
2005-06-24,2.1391 
2005-06-27,1.9845 
2005-06-28,2.0014 
2005-06-29,1.9173 
2005-06-30,1.8918 
2005-07-01,1.9750 
2005-07-04,1.8458 
2005-07-05,1.8326 
2005-07-06,1.8600 
2005-07-07,1.8787 
2005-07-08,1.8276 
2005-07-11,1.8742 
2005-07-12,1.8559 
2005-07-13,1.7978 
2005-07-14,1.9173 
2005-07-15,1.3395 
2005-07-18,1.3344 
2005-07-19,1.3747 
2005-07-20,1.4296 
2005-07-21,1.4345 
2005-07-22,1.4195 
2005-07-25,1.3110 
2005-07-26,1.3016 
2005-07-27,1.2065 
2005-07-28,1.3445 
2005-07-29,1.3660 
2005-08-01,1.5164 
2005-08-02,1.3751 
2005-08-03,1.6694 
2005-08-04,1.3347 
2005-08-05,1.4558 
2005-08-08,1.4252 
2005-08-09,1.3320 
2005-08-10,1.5003 
2005-08-11,1.3637 
2005-08-12,1.4381 
2005-08-15,1.4061 
2005-08-16,1.4286 
2005-08-17,1.3252 
2005-08-18,1.3664 
2005-08-19,1.2797 
2005-08-22,1.4050 
2005-08-23,1.3695 
2005-08-24,1.4640 
2005-08-25,1.2084 
2005-08-26,1.1790 
2005-08-29,1.0954 
2005-08-30,1.1367 
2005-08-31,1.1300 
2005-09-01,1.1463 
2005-09-02,1.1030 
2005-09-05,1.1836 
2005-09-06,1.1514 
2005-09-07,1.1445 
2005-09-08,1.1825 
2005-09-09,1.1814 
2005-09-12,1.1842 
2005-09-13,1.1864 
2005-09-14,1.1927 
2005-09-15,1.1165 
2005-09-16,1.2204 
2005-09-19,1.1851 
2005-09-20,1.0376 
2005-09-21,1.1268 
2005-09-22,1.1153 
2005-09-23,1.1737 
2005-09-26,1.0827 
2005-09-27,1.0967 
2005-09-28,1.1106 
2005-09-29,1.4590 
2005-09-30,1.0992 
2005-10-08,1.1305 
2005-10-09,1.1382 
2005-10-10,1.1897 
2005-10-11,1.1418 
2005-10-12,1.2254 
2005-10-13,1.1976 
2005-10-14,1.1411 
2005-10-17,1.2143 
2005-10-18,1.2080 
2005-10-19,1.1820 
2005-10-20,1.1905 
2005-10-21,1.2920 
2005-10-24,1.1983 
2005-10-25,1.3174 
2005-10-26,1.3153 
2005-10-27,1.3060 
2005-10-28,1.2501 
2005-10-31,1.2088 
2005-11-01,1.2363 
2005-11-02,1.2928 
2005-11-03,1.2749 
2005-11-04,1.2486 
2005-11-07,1.2516 
2005-11-08,1.4593 
2005-11-09,1.3926 
2005-11-10,1.4069 
2005-11-11,1.2954 
2005-11-14,1.4571 
2005-11-15,1.6162 
2005-11-16,1.2959 
2005-11-17,1.3301 
2005-11-18,1.4016 
2005-11-21,1.3449 
2005-11-22,1.6601 
2005-11-23,1.3791 
2005-11-24,1.5562 
2005-11-25,1.5077 
2005-11-28,1.4768 
2005-11-29,1.6923 
2005-11-30,1.5771 
2005-12-01,1.6276 
2005-12-02,1.6922 
2005-12-05,1.7602 
2005-12-06,1.7510 
2005-12-07,1.7702 
2005-12-08,1.6802 
2005-12-09,1.6724 
2005-12-12,1.7355 
2005-12-13,1.7115 
2005-12-14,1.6775 
2005-12-15,1.6440 
2005-12-16,1.5513 
2005-12-19,1.6396 
2005-12-20,1.5812 
2005-12-21,1.9860 
2005-12-22,1.4160 
2005-12-23,1.6583 
2005-12-26,1.5581 
2005-12-27,1.4887 
2005-12-28,1.5086 
2005-12-29,1.5649 
2005-12-30,1.6736 
2005-12-31,1.5978 
2006-01-04,1.4797 
2006-01-05,1.5315 
2006-01-06,1.4733 
2006-01-09,1.4656 
2006-01-10,1.4575 
2006-01-11,1.4024 
2006-01-12,1.4304 
2006-01-13,1.3392 
2006-01-16,1.5229 
2006-01-17,1.5089 
2006-01-18,1.4179 
2006-01-19,1.4267 
2006-01-20,1.4364 
2006-01-23,1.3879 
2006-01-24,1.5282 
2006-01-25,1.4878 
2006-01-26,1.4853 
2006-01-27,1.4846 
2006-01-28,1.4843 
2006-02-05,1.4832 
2006-02-06,1.3928 
2006-02-07,1.3756 
2006-02-08,1.5254 
2006-02-09,1.5953 
2006-02-10,1.5329 
2006-02-13,1.6648 
2006-02-14,1.6376 
2006-02-15,1.3346 
2006-02-16,1.6034 
2006-02-17,1.4609 
2006-02-20,1.4963 
2006-02-21,1.3614 
2006-02-22,1.4953 
2006-02-23,1.6019 
2006-02-24,1.6403 
2006-02-27,1.7158 
2006-03-01,1.4336 
2006-03-02,1.4276 
2006-03-03,1.4176 
2006-03-06,1.4592 
2006-03-07,1.4208 
2006-03-08,1.4024 
2006-03-09,1.4040 
2006-03-10,1.4124 
2006-03-13,1.4224 
2006-03-14,1.4324 
2006-03-15,1.4524 
2006-03-16,1.4624 
2006-03-17,1.4424 
2006-03-20,1.4624 
2006-03-21,1.4524 
2006-03-22,1.4708 
2006-03-23,1.4488 
2006-03-24,1.4288 
2006-03-27,1.4252 
2006-03-28,1.4069 
2006-03-29,1.4022 
2006-03-30,1.4141 
2006-03-31,1.4064 
2006-04-03,1.3977 
2006-04-04,1.4012 
2006-04-05,1.4068 
2006-04-06,1.3994 
2006-04-07,1.3820 
2006-04-10,1.3820 
2006-04-11,1.4020 
2006-04-12,1.4220 
2006-04-13,1.4188 
2006-04-14,1.4288 
2006-04-17,1.4572 
2006-04-18,1.4804 
2006-04-19,1.4872 
2006-04-20,1.4772 
2006-04-21,1.4940 
2006-04-24,1.5108 
2006-04-25,1.5124 
2006-04-26,1.5078 
2006-04-27,1.4788 
2006-04-28,1.4520 
2006-04-29,1.4500 
2006-04-30,1.4620 
