code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603025,大豪科技,电脑设备,北京,36.98,0.51,4.51,168063.27,136273.52,13430.7,46907.05,1.04,0.4,3.35,8.7,20150422,45436.71,1.01,38.31,46.04,53.05,36.43,23570
300495,美尚生态,建筑施工,江苏,0.0,2.3,6.01,477736.44,280025.03,6049.43,188118.36,3.13,-0.012,4.33,3.38,20151222,53504.4,0.89,29.04,-146.87,24.69,-4.49,12582
600768,宁波富邦,铝,浙江,0.0,1.34,1.34,69498.81,43044.15,18628.67,404.11,0.03,-0.1,0.38,41.29,19961111,-10039.07,-0.75,17.12,-10.52,2.78,-3.38,9521
000711,京蓝科技,软件服务,黑龙江,47.76,3.22,6.51,506049.0,296060.91,17395.14,219288.52,3.37,0.155,4.67,3.16,19970411,16367.75,0.25,1527.11,773.68,34.87,21.07,15317
300174,元力股份,化工原料,福建,146.05,2.2,2.45,113049.1,36098.78,32045.03,25287.8,1.03,0.052,2.3,13.27,20110201,15138.2,0.62,31.41,54.88,31.7,6.94,3763
002727,一心堂,医药商业,云南,25.41,2.84,5.21,566489.13,405787.19,49081.26,57748.4,1.11,0.187,4.98,3.81,20140702,136991.48,2.63,22.66,-7.99,39.78,5.36,31400
000585,东北电气,电气设备,江苏,0.0,6.09,8.73,37890.06,23410.21,4122.7,88342.24,1.01,-0.018,0.21,24.97,19951213,-165264.84,-1.89,-68.31,-233.66,28.06,-273.09,75290
000025,特 力Ａ,汽车服务,深圳,790.36,1.94,2.97,117881.36,33462.48,12703.45,56419.26,1.9,0.015,3.03,15.79,19930621,3543.08,0.12,1.79,-27.06,24.95,5.54,60327
300482,万孚生物,生物制药,广东,52.2,1.06,1.76,135677.88,75848.97,25749.89,29052.58,1.65,0.621,5.26,12.33,20150630,41163.53,2.34,80.37,35.97,64.53,24.36,7833
000488,晨鸣纸业,造纸,山东,9.04,11.06,19.36,9176811.0,4270458.5,2853678.25,614925.75,3.18,0.75,11.75,1.39,20001120,711226.94,3.67,29.63,85.86,30.69,12.7,94435
300304,云意电气,汽车配件,江苏,48.34,8.39,8.62,196544.59,127139.38,49926.7,32278.02,0.37,0.09,1.9,4.58,20120321,39698.78,0.46,27.39,25.87,35.64,23.84,90423
300518,盛讯达,软件服务,深圳,75.36,0.47,0.93,114916.72,92614.7,2628.36,49044.05,5.25,0.207,11.44,5.45,20160624,43884.31,4.7,-10.85,6.95,78.18,44.49,22435
002142,宁波银行,银行,浙江,8.21,44.99,50.7,93852856.0,0.0,339571.59,994984.63,1.96,0.94,10.51,1.47,20070719,2381876.0,4.7,2.24,15.14,0.0,38.69,67137
603898,好莱客,家居用品,广东,47.12,0.89,3.18,160874.06,82900.15,50930.71,33154.55,1.04,0.37,4.08,7.86,20150217,58306.06,1.83,35.4,56.05,38.29,15.09,5852
600651,飞乐音响,电器仪表,上海,0.0,7.69,9.92,1207770.75,607266.69,126470.36,150586.61,1.52,-0.059,3.56,2.49,19901219,92715.03,0.94,-27.92,-382.16,27.79,-5.08,72771
000801,四川九洲,通信设备,四川,1686.77,10.23,10.23,491296.44,425116.69,39823.76,27862.43,0.27,0.001,2.3,3.91,19980506,98833.96,0.97,-25.63,-91.29,14.2,0.2,39167
600305,恒顺醋业,食品,江苏,34.25,6.03,6.03,233110.72,68458.61,87193.63,47131.09,0.78,0.074,2.68,3.78,20010206,45594.98,0.76,2.85,22.68,41.02,12.07,28281
000505,珠江控股,房产服务,海南,78.71,3.6,4.27,109095.9,67870.0,21678.55,54361.53,1.27,0.032,0.18,54.94,19921221,-100100.25,-2.35,213.28,135.69,26.34,5.49,31930
600035,楚天高速,路桥,湖北,14.19,14.53,17.31,1085403.0,164056.3,59971.15,136261.86,0.79,0.11,3.34,1.7,20040310,186146.84,1.08,49.29,26.89,52.44,33.07,76291
300312,邦讯技术,通信设备,北京,0.0,1.76,3.2,149597.72,128724.42,1415.33,35740.73,1.12,-0.042,2.49,5.07,20120508,9387.12,0.29,41.83,49.61,40.72,-15.56,11206
002322,理工环科,环境保护,浙江,44.42,2.76,4.01,324881.69,114878.36,29289.2,190260.59,4.74,0.259,7.37,3.12,20091218,58211.65,1.45,66.54,293.86,70.26,31.9,17867
600897,厦门空港,机场,福建,18.59,2.98,2.98,433776.44,85736.15,302903.88,18098.78,0.61,0.342,11.42,2.22,19960531,246314.97,8.27,5.2,-0.2,42.14,26.24,19938
600869,智慧能源,电气设备,青海,325.43,21.78,22.19,1469656.63,1001448.88,210064.77,208183.13,0.94,0.005,2.54,2.74,19950206,116718.88,0.53,24.74,-86.31,14.27,0.42,76372
000626,远大控股,商贸代理,江苏,28.98,4.05,5.99,1529834.63,1471114.13,6469.23,123621.27,2.07,0.16,4.89,3.79,19961128,109977.95,1.84,96.24,-41.97,1.28,0.41,37980
002335,科华恒盛,电气设备,福建,17.72,2.3,2.71,556091.38,247217.05,100913.15,205154.27,7.57,1.03,12.0,3.02,20100113,83316.9,3.07,26.35,579.93,33.43,31.73,17811
002423,中原特钢,特种钢,河南,0.0,4.66,5.03,379365.53,151678.7,202653.05,106785.57,2.12,-0.076,3.56,3.61,20100603,17623.72,0.35,-8.82,-81.37,1.36,-19.99,17800
002411,必康股份,化学制药,江苏,62.1,2.89,15.32,1838163.75,897930.63,114547.2,489595.06,3.2,0.108,5.53,4.87,20100525,141307.34,0.92,-5.74,-28.71,51.94,20.08,19519
600851,海欣股份,纺织,上海,317.07,7.38,12.07,531234.06,90421.46,32680.77,43532.95,0.36,0.008,3.38,3.17,19940404,25543.32,0.21,-7.5,7.5,26.22,5.5,80283
600498,烽火通信,通信设备,湖北,31.92,10.09,10.46,2674589.5,2260002.0,237327.09,307189.81,2.94,0.43,7.05,3.89,20010823,285964.56,2.73,26.02,16.1,23.36,4.63,41570
000006,深振业Ａ,区域地产,深圳,22.61,13.45,13.5,1301214.88,1101316.63,311.0,48432.15,0.36,0.185,3.71,2.25,19920427,191872.02,1.42,115.22,144.51,28.19,13.35,82406
600730,中国高科,综合类,北京,0.0,5.87,5.87,397085.06,320018.91,448.37,5059.65,0.09,-0.002,3.32,2.52,19960726,89541.65,1.53,-96.52,88.79,68.74,-7.57,73986
600495,晋西车轴,运输设备,山西,0.0,12.08,12.08,369188.25,214567.67,67683.43,116013.51,0.96,-0.009,2.56,2.81,20040526,54705.48,0.45,11.08,-380.19,15.04,-5.93,164294
002230,科大讯飞,软件服务,安徽,388.32,11.78,13.89,1168623.5,638335.38,116026.13,518436.19,3.73,0.077,5.89,10.2,20080512,148863.31,1.07,43.79,-58.11,48.84,5.1,162821
000581,威孚高科,汽车配件,江苏,9.86,8.36,10.09,1814966.63,1044389.19,248300.8,341784.13,3.39,0.64,13.41,1.88,19980924,849128.63,8.42,60.26,59.23,19.89,26.28,48000
600004,白云机场,机场,广东,16.84,20.69,20.69,1860804.25,221904.91,698282.38,346308.88,1.67,0.197,5.44,2.44,20030428,559497.56,2.7,8.59,17.45,38.68,25.75,32407
600679,上海凤凰,文教休闲,上海,232.39,1.87,4.02,181788.67,58208.6,13125.97,76253.36,1.9,0.026,3.15,7.67,19931008,-4467.48,-0.11,184.19,84.32,16.33,3.65,59002
002802,洪汇新材,化工原料,江苏,53.3,0.37,1.08,61484.63,42297.3,10847.83,23470.68,2.17,0.352,5.27,7.11,20160629,20232.85,1.87,19.69,52.87,30.17,21.55,22697
600066,宇通客车,汽车整车,河南,38.33,19.03,22.14,2938766.5,2135232.5,435837.84,127876.86,0.58,0.143,6.28,3.49,19970508,845475.38,3.82,-24.54,-16.46,24.02,8.17,66573
000418,小天鹅Ａ,家用电器,江苏,20.07,4.39,6.32,1865528.75,1700525.75,97808.36,121497.15,1.92,1.157,9.86,4.71,19970328,401369.25,6.35,32.35,25.95,25.61,6.92,20964
000852,石化机械,化工机械,湖北,0.0,5.98,5.98,657348.75,505724.25,126490.97,94717.9,1.58,-0.18,2.68,5.04,19981126,-12983.96,-0.22,-13.17,-13.79,6.62,-18.61,67998
603778,乾景园林,建筑施工,北京,197.55,2.26,5.0,153719.41,151575.59,1056.43,32313.55,0.65,0.014,1.9,5.83,20151231,38914.12,0.78,-12.4,-43.61,26.44,11.04,17293
002352,顺丰控股,仓储物流,安徽,70.08,1.33,41.84,4330362.5,1963221.63,1182151.63,832761.56,1.99,0.185,5.1,10.16,20100205,832631.0,1.99,25.55,13.76,20.1,5.0,60668
600616,金枫酒业,红黄药酒,上海,26.59,5.15,5.15,243604.84,144458.44,65963.38,52993.75,1.03,0.104,3.99,2.79,19920929,94006.42,1.83,-11.43,-13.88,49.75,18.1,36432
002374,丽鹏股份,建筑施工,山东,817.23,5.1,8.77,523820.94,270208.0,70385.21,180633.95,2.06,0.002,3.56,1.74,20100318,42349.51,0.48,-23.26,-92.83,15.24,0.6,46157
600129,太极集团,中成药,重庆,98.71,4.27,4.27,939513.19,482820.84,213535.67,20805.17,0.49,0.081,2.99,5.38,19971118,54694.4,1.28,14.34,-96.4,32.37,0.78,49751
600081,东风科技,汽车配件,上海,25.5,3.14,3.14,467185.06,279662.19,110956.36,1522.9,0.05,0.121,3.79,3.27,19970703,72439.7,2.31,2.91,22.51,17.05,2.88,26357
601038,一拖股份,农用机械,河南,33.37,5.94,9.86,1384517.38,814396.44,294471.09,212668.55,2.16,0.065,4.91,1.76,20120808,135345.13,1.37,-11.74,-30.76,16.33,2.41,36851
600297,广汇汽车,汽车服务,辽宁,13.7,23.92,71.51,11311350.0,6385126.5,1134324.63,813801.44,1.14,0.136,3.57,2.08,20001116,1065095.75,1.49,27.09,31.88,10.5,2.96,44586
000609,绵石投资,区域地产,北京,18.05,2.69,2.99,181863.72,158229.88,794.23,7984.28,0.27,0.43,5.29,2.82,19961010,110785.52,3.7,5192.65,-10.83,32.44,58.0,21240
600810,神马股份,化纤,河南,20.92,4.42,4.42,1036228.0,532869.56,246089.47,179027.56,4.05,0.105,5.67,1.54,19940106,3798.51,0.09,61.04,322.83,7.35,1.47,35465
000708,大冶特钢,特种钢,湖北,14.94,4.49,4.49,616485.5,341577.88,264026.84,48565.34,1.08,0.421,8.51,1.48,19970326,266155.28,5.92,47.19,30.0,11.33,3.91,24527
000695,滨海能源,供气供热,天津,0.0,2.22,2.22,105826.15,36543.59,65814.03,7612.75,0.34,-0.075,1.4,8.1,19970218,-807.28,-0.04,14.28,-308.36,-1.03,-6.43,14358
600800,天津磁卡,综合类,天津,0.0,6.11,6.11,57577.13,26625.39,6670.81,13506.77,0.22,-0.027,0.17,45.45,19931206,-69013.99,-1.13,-5.51,-25.12,19.3,-59.52,66229
300430,诚益通,电器仪表,北京,81.57,0.41,1.13,93151.11,70631.71,15376.2,28055.83,2.48,0.12,6.85,4.8,20150319,26113.97,2.3,0.73,1.69,36.23,13.85,8188
600067,冠城大通,全国地产,福建,9.64,14.92,14.92,1942539.63,1478318.38,134103.5,123588.02,0.83,0.197,4.76,1.6,19970508,398283.78,2.67,105.57,24762.65,43.87,12.13,67652
600487,亨通光电,通信设备,江苏,34.53,12.41,13.6,2106472.0,1453167.88,358714.19,83831.8,0.62,0.22,4.97,5.68,20030822,370857.34,2.73,37.68,141.94,21.79,6.07,82823
000875,吉电股份,火力发电,吉林,40.22,12.95,21.46,3047102.0,432697.06,2047044.25,570344.56,2.66,0.032,3.59,1.43,20020926,-24052.05,-0.11,18.57,-45.94,20.52,4.76,207819
300003,乐普医疗,医疗保健,北京,42.22,14.14,17.82,991266.63,373417.13,109430.55,114513.35,0.64,0.13,3.23,6.8,20091030,246632.55,1.38,29.16,31.16,63.53,22.49,27549
601566,九牧王,服饰,福建,14.1,5.75,5.75,558990.94,323039.97,48740.95,257579.72,4.48,0.277,8.07,1.94,20110530,112190.27,1.95,13.6,23.92,57.73,23.96,13852
000830,鲁西化工,农药化肥,山东,12.12,14.64,14.65,2601450.0,361676.91,1522975.75,218405.41,1.49,0.33,6.14,1.49,19980807,249251.09,1.7,42.5,330.38,19.13,7.56,83838
603989,艾华集团,元器件,湖南,35.87,0.84,3.0,230948.45,166415.06,49024.53,92728.82,3.09,0.255,6.19,5.9,20150515,52594.63,1.75,21.58,39.5,35.12,20.28,15382
600967,内蒙一机,运输设备,内蒙,87.68,8.23,16.9,1553296.5,1055787.63,152591.52,389274.81,2.3,0.041,4.34,3.33,20040518,162959.11,0.96,-25.25,14.29,14.63,4.55,45595
600161,天坛生物,生物制药,北京,53.01,6.7,6.7,593656.94,209820.67,242285.77,14430.12,0.22,0.149,3.41,9.24,19980616,147793.42,2.21,45.17,14830.0,54.06,19.04,28248
600527,江南高纤,化纤,江苏,90.6,8.02,8.02,169226.77,97148.68,50822.09,12841.95,0.16,0.029,2.02,2.61,20031127,56334.83,0.7,11.1,228.87,13.13,4.31,59461
600836,界龙实业,广告包装,上海,0.0,6.53,6.63,342928.0,228661.84,53231.33,10020.8,0.15,-0.019,1.28,5.25,19940224,7875.56,0.12,-41.52,-495.61,16.15,-2.57,87723
002207,*ST准油,石油开采,新疆,9.0,2.17,2.39,85296.05,33177.23,16279.79,22058.7,0.92,0.262,1.7,5.53,20080128,-10745.96,-0.45,-46.78,398.14,-47.67,300.95,39126
603822,嘉澳环保,环境保护,浙江,163.17,0.41,0.73,112224.17,52878.61,30042.38,24157.11,3.29,0.06,8.49,4.6,20160428,27390.16,3.73,93.04,-10.42,14.08,2.4,8388
600290,华仪电气,电气设备,浙江,1592.47,5.27,7.6,664095.88,465932.41,66667.72,287092.22,3.78,0.002,5.41,2.26,20001106,43564.48,0.57,-43.49,-90.3,30.99,0.76,24874
002369,卓翼科技,通信设备,深圳,0.0,4.2,5.77,345074.25,196570.0,98468.1,129866.4,2.25,-0.05,3.59,2.28,20100316,13894.05,0.24,-4.77,-667.49,5.95,-4.26,35000
603968,醋化股份,化工原料,江苏,28.27,1.37,2.04,184580.05,101014.74,61430.03,39697.4,1.94,0.23,6.42,4.05,20150518,56889.78,2.78,45.74,146.52,22.23,11.12,16966
000972,*ST中基,食品,新疆,0.0,7.71,7.71,216472.72,98087.21,79423.24,107309.3,1.39,-0.052,1.03,3.98,20000926,-114187.57,-1.48,1.58,26.78,14.83,-22.77,56224
300457,赢合科技,专用机械,深圳,62.13,0.56,1.24,272104.72,176186.11,33895.4,61928.95,5.0,0.31,8.91,8.44,20150514,33310.28,2.69,96.96,73.71,32.85,15.48,9431
002180,纳思达,电脑设备,广东,0.0,1.93,10.12,5114909.0,1053116.25,390110.31,26631.46,0.26,-0.86,0.89,26.16,20071113,-12229.69,-0.12,675.75,-819.88,7.4,-16.43,13187
002077,大港股份,区域地产,江苏,0.0,3.74,5.8,701965.56,334017.34,70121.78,281856.31,4.86,-0.026,6.57,1.68,20061116,30625.08,0.53,2.25,-240.52,22.54,-2.28,17190
002042,华孚色纺,纺织,安徽,16.85,8.38,10.13,1397460.38,904516.63,366769.75,301197.59,2.97,0.19,6.29,1.76,20050427,225572.84,2.23,30.77,63.26,13.67,7.17,26320
600131,岷江水电,水力发电,四川,56.17,3.97,5.04,238116.63,18434.82,140270.09,4714.3,0.09,0.075,2.1,3.99,19980402,35047.3,0.7,-34.16,-69.59,10.53,10.47,48980
002517,恺英网络,互联网,福建,30.31,2.51,7.18,430816.94,348718.91,1661.11,217558.59,3.03,0.288,4.98,7.02,20101207,127539.2,1.78,5.7,101.55,66.26,31.41,15979
600323,瀚蓝环境,水务,广东,17.09,6.29,7.66,1362135.25,188432.75,332748.16,173814.36,2.27,0.41,6.51,2.15,20001225,205872.19,2.69,13.79,20.02,31.12,16.02,34270
600785,新华百货,百货,宁夏,24.95,2.26,2.26,411037.47,165991.5,139679.94,30933.3,1.37,0.481,8.81,2.73,19970108,125598.01,5.57,0.27,186.02,20.39,2.89,13364
600526,菲达环保,环境保护,浙江,84.39,4.07,5.47,811375.0,624452.06,58428.13,170118.92,3.11,0.029,4.66,2.13,20020722,26747.48,0.49,7.57,-18.1,19.93,2.14,72010
600872,中炬高新,食品,广东,37.47,7.97,7.97,500234.0,293677.16,119507.27,28205.24,0.35,0.145,3.66,5.92,19950124,163411.0,2.05,30.9,74.47,39.63,11.82,37757
600093,易见股份,汽车配件,四川,19.12,3.22,11.22,1228443.25,1181462.63,295.92,403888.31,3.6,0.171,5.66,2.3,19970626,109409.76,0.97,-1.93,104.27,7.08,7.1,28697
600664,哈药股份,化学制药,黑龙江,21.35,24.93,25.41,1344456.88,865469.63,389569.06,71006.86,0.28,0.137,2.73,2.14,19930629,260440.02,1.02,-13.31,-8.22,26.36,5.63,105665
002659,中泰桥梁,建筑施工,江苏,0.0,3.01,4.99,445766.5,149679.95,30673.05,172487.25,3.46,-0.051,4.43,3.63,20120309,-3699.9,-0.07,25.99,-332.04,7.4,-10.95,14126
600705,中航资本,多元金融,黑龙江,24.78,74.65,89.76,15015333.0,7432711.0,601019.19,408169.31,0.45,0.059,2.53,2.32,19960516,496534.09,0.55,32.65,-3.16,46.41,51.07,247013
600166,福田汽车,汽车整车,北京,56.26,66.7,66.7,5819084.0,2909687.25,1211443.88,783993.44,1.18,0.013,2.85,1.03,19980602,253688.77,0.38,31.92,17.31,13.97,0.79,170000
000959,首钢股份,普钢,北京,19.57,29.67,52.89,13196422.0,1682855.63,7718110.5,2009355.0,3.8,0.094,5.05,1.46,19991216,-710969.56,-1.34,90.52,174.64,13.6,3.28,97086
600536,中国软件,软件服务,北京,0.0,4.95,4.95,548171.5,428602.75,59441.21,97523.8,1.97,-0.179,3.99,4.8,20020517,48492.65,0.98,15.34,-102.04,31.96,-10.73,44733
600618,氯碱化工,化工原料,上海,58.37,7.5,11.56,477594.19,161149.56,194404.97,167427.09,1.45,0.051,1.73,6.83,19921113,-86237.24,-0.75,36.67,520.55,9.32,3.82,84624
603096,新经典,出版业,天津,38.24,0.33,1.35,86386.88,80622.42,567.05,25856.61,1.92,0.46,7.1,7.32,20170425,31503.99,2.34,0.0,0.0,44.47,23.21,33884
600676,交运股份,公共交通,上海,22.77,8.62,10.28,901130.69,525075.56,241265.55,242498.3,2.36,0.082,5.26,1.42,19930928,164160.84,1.6,0.22,9.07,11.78,4.35,60560
002589,瑞康医药,医药商业,山东,19.24,6.96,15.05,1824583.25,1481439.25,104142.06,487884.09,3.24,0.194,4.76,3.14,20110610,156816.77,1.04,53.54,241.72,16.67,5.87,10612
000687,华讯方舟,通信设备,河北,210.53,5.31,7.57,377314.41,238445.95,3992.43,82980.31,1.1,0.016,1.79,7.5,19970221,-24705.09,-0.33,-41.0,-73.52,36.11,4.28,52366
002290,中科新材,家用电器,江苏,73.48,1.52,2.43,221831.8,175049.02,23260.26,77525.31,3.19,0.051,5.02,2.98,20090903,15593.17,0.64,30.53,73.53,19.06,4.19,23328
600094,大名城,区域地产,上海,16.69,18.13,24.75,5522022.0,4624679.5,42744.98,585401.63,2.36,0.112,4.36,1.72,19970703,222474.59,0.9,-46.99,90.12,32.53,31.94,76172
601588,北辰实业,区域地产,北京,16.35,26.6,33.67,7410905.0,6519822.0,239998.16,364889.72,1.08,0.185,3.59,1.69,20061016,425895.56,1.26,78.61,57.25,28.97,7.93,176029
000616,海航投资,全国地产,辽宁,34.37,14.3,14.3,988089.19,703305.69,766.48,20156.42,0.14,0.033,2.81,1.62,19961108,205438.36,1.44,-92.05,1391.33,47.21,457.18,107081
600360,华微电子,半导体,吉林,111.34,7.38,7.38,379621.19,222102.45,112241.97,49758.62,0.67,0.017,2.76,2.75,20010316,70633.4,0.96,27.6,44.86,21.89,3.59,78244
603159,上海亚虹,专用机械,上海,90.39,0.25,1.0,49615.71,29335.02,14506.62,12207.2,1.22,0.085,3.89,7.87,20160812,15170.25,1.52,29.84,4.29,21.51,6.39,19460
002209,达 意 隆,轻工机械,广东,242.78,1.59,1.95,158743.81,108305.57,40285.15,22266.34,1.14,0.014,3.15,4.38,20080130,16615.28,0.85,-9.12,154.2,27.01,1.33,11999
002435,长江润发,机械基件,江苏,30.84,1.84,4.91,598698.13,271066.25,86426.95,413702.94,8.43,0.137,10.36,1.63,20100618,42015.05,0.86,67.07,244.56,33.05,12.95,9137
002678,珠江钢琴,文教休闲,广东,64.43,9.54,9.56,296947.41,159305.92,61172.36,31810.0,0.33,0.096,2.13,5.78,20120530,65810.46,0.69,15.28,10.57,32.93,10.82,24622
601200,上海环境,环境保护,上海,28.09,3.11,7.03,1192997.38,179232.06,33947.84,228895.59,3.26,0.22,7.18,3.43,20170331,194616.77,2.77,0.0,0.0,45.52,28.81,98764
600213,亚星客车,汽车整车,江苏,110.47,2.2,2.2,431940.75,399345.59,24526.2,34209.4,1.55,0.024,0.62,17.54,19990831,-47244.76,-2.15,92.89,141.02,18.54,1.85,16402
600567,山鹰纸业,造纸,安徽,12.94,45.51,45.51,2337829.25,967382.81,985336.19,429685.94,0.94,0.182,2.0,2.35,20011218,139189.45,0.31,38.1,450.95,21.96,11.07,257221
600246,万通地产,区域地产,北京,94.38,12.17,20.54,1395558.13,1062339.75,5557.97,354743.72,1.73,0.025,3.24,1.45,20000922,87103.13,0.42,-19.46,-80.69,45.93,5.32,71026
000815,美利云,造纸,宁夏,0.0,3.17,6.95,285250.56,173232.92,77301.6,195984.77,2.82,-0.014,2.81,4.46,19980609,-76838.0,-1.11,56.02,57.02,8.54,-5.61,22202
002522,浙江众成,塑料,浙江,167.68,6.29,9.06,256942.77,114989.11,65766.32,64048.2,0.71,0.021,2.1,6.73,20101210,24071.25,0.27,23.62,-5.71,33.48,12.99,31985
002120,韵达股份,仓储物流,浙江,46.36,0.97,12.17,658350.88,288741.06,228197.45,59616.51,0.49,0.229,3.3,12.89,20070306,218406.75,1.79,42.61,35.37,28.67,14.74,12749
002107,沃华医药,中成药,山东,60.36,3.49,3.61,73978.81,41071.51,20454.38,0.0,0.0,0.052,1.41,8.96,20070124,13996.17,0.39,19.84,20.68,78.6,11.94,41955
300135,宝利国际,化工原料,江苏,156.25,7.12,9.22,278633.63,206042.48,53360.88,3525.6,0.04,0.008,1.29,3.68,20101026,18992.47,0.21,103.34,44.64,4.04,1.73,58466
600463,空港股份,园区开发,北京,149.46,3.0,3.0,289631.13,189904.72,3857.4,63739.06,2.12,0.026,4.64,3.41,20040318,38930.3,1.3,50.41,391.82,21.33,4.69,30094
002039,黔源电力,水力发电,贵州,0.0,3.05,3.05,1739705.25,70449.68,1648823.63,114406.01,3.75,-0.013,6.95,2.29,20050303,54200.51,1.77,-44.83,-106.62,51.34,-1.24,20700
601118,海南橡胶,橡胶,海南,0.0,39.31,39.31,1344502.38,510247.16,160367.73,378693.78,0.96,-0.032,2.01,3.18,20110107,-14665.63,-0.04,45.84,42.76,4.62,-2.27,128012
600475,华光股份,专用机械,江苏,18.55,1.4,5.59,901718.5,500744.06,187553.81,21178.35,0.38,0.27,17.01,1.14,20030721,348297.03,6.23,39.84,451.75,19.4,15.42,16824
000587,金洲慈航,批发业,黑龙江,39.48,11.52,21.24,3754287.5,1420128.38,5956.62,585357.94,2.76,0.051,4.03,2.0,19960425,159467.44,0.75,-1.97,-29.14,7.6,3.85,43652
002481,双塔食品,食品,山东,70.01,11.33,12.63,411414.47,237892.0,96669.0,61686.67,0.49,0.023,2.09,3.09,20100921,68137.71,0.54,10.33,-43.09,17.24,7.35,54696
600665,天地源,全国地产,上海,121.36,8.64,8.64,1872627.25,1810310.75,10737.62,20109.34,0.23,0.01,3.32,1.46,19930709,149577.7,1.73,82.29,161.33,9.06,0.9,49177
600037,歌华有线,影视音像,北京,28.64,11.68,13.92,1515282.88,890784.0,378997.78,654837.5,4.71,0.127,9.2,1.59,20010208,352583.81,2.53,-6.76,-3.9,31.69,32.03,76794
600469,风神股份,汽车配件,河南,0.0,5.62,5.62,801827.69,364154.31,341147.19,175495.2,3.12,-0.212,4.15,1.97,20031021,-26317.55,-0.47,18.04,-508.91,7.48,-6.18,27191
002009,天奇股份,工程机械,江苏,44.17,2.66,3.71,470406.75,311411.81,97309.9,91530.68,2.47,0.074,5.23,2.51,20040629,58861.3,1.59,3.46,33.55,29.94,6.55,39067
002887,绿茵生态,建筑施工,天津,40.15,0.2,0.8,117186.56,111995.72,3817.2,32000.75,4.0,0.451,12.57,5.77,20170801,34033.84,4.25,0.0,0.0,36.9,34.34,39892
300087,荃银高科,种植业,安徽,389.39,3.45,4.22,132699.55,94939.99,20044.39,19767.81,0.47,0.006,1.58,6.29,20100526,13420.3,0.32,-0.84,43.77,33.43,2.86,12401
000666,经纬纺机,纺织机械,北京,14.92,3.02,7.04,3463831.25,1890099.75,156609.09,190636.94,2.71,0.388,9.94,2.33,19961210,279127.5,3.96,1.53,400.84,46.17,22.79,23883
002208,合肥城建,区域地产,安徽,21.7,3.19,3.2,1080882.88,1073251.63,6793.41,29001.14,0.91,0.134,5.26,2.21,20080128,79664.47,2.49,20.56,-39.63,22.88,4.98,34448
000523,广州浪奇,日用化工,广东,174.71,4.46,5.23,437766.06,352405.0,45631.21,103263.96,1.97,0.014,3.43,2.91,19931108,17892.13,0.34,26.25,45.27,2.6,0.34,35433
300667,必创科技,电器仪表,北京,201.01,0.17,0.68,21638.25,17064.98,2968.78,2228.4,0.33,0.041,3.22,10.33,20170619,8783.8,1.29,0.0,0.0,45.54,12.78,34015
000895,双汇发展,食品,河南,18.95,32.99,33.0,2033169.0,701785.06,1109528.88,186389.88,0.56,0.577,3.69,5.92,19981210,518742.81,1.57,-5.99,-11.5,18.6,7.93,68667
600660,福耀玻璃,汽车配件,福建,21.45,20.03,25.09,3067901.25,1518537.75,954616.88,622875.31,2.48,0.553,6.95,3.41,19930610,707561.31,2.82,14.89,-4.85,42.98,15.91,83164
600900,长江电力,水力发电,北京,31.32,115.06,220.0,30048180.0,1128544.75,25871570.0,4422645.5,2.01,0.123,5.96,2.59,20031118,4175024.75,1.9,0.26,23.48,46.24,34.48,120605
601058,赛轮金宇,汽车配件,山东,0.0,22.61,22.94,1370937.25,577529.19,576421.31,96286.85,0.42,-0.022,1.96,1.75,20110630,106882.13,0.47,40.01,-153.3,11.36,-1.61,74616
300460,惠伦晶体,元器件,广东,310.7,0.96,1.68,90805.8,41356.19,41549.48,25689.24,1.53,0.012,3.98,3.88,20150515,21845.0,1.3,-14.41,-49.93,12.39,3.06,16994
600079,人福医药,化学制药,湖北,30.81,10.58,12.86,2768593.5,1189039.0,467488.44,391548.09,3.04,0.14,7.97,2.38,19970606,334789.5,2.6,24.16,32.64,39.15,5.94,36585
002267,陕天然气,供气供热,陕西,19.0,11.12,11.12,1054396.25,183174.38,695706.0,128990.01,1.16,0.227,4.9,1.76,20080813,240566.41,2.16,6.11,-34.44,10.98,6.19,34285
002016,世荣兆业,区域地产,广东,179.44,6.46,8.09,767466.94,698964.13,13031.71,5156.31,0.06,0.012,2.22,3.88,20040708,80009.5,0.99,199.96,128.0,46.49,7.4,20009
300182,捷成股份,软件服务,北京,25.43,13.79,25.55,1367328.75,562239.5,16706.22,456742.75,1.79,0.204,3.71,2.8,20110222,224525.52,0.88,32.85,29.49,43.09,28.7,22000
002037,久联发展,化工原料,贵州,175.9,3.27,3.27,701940.38,404118.75,115453.55,62000.44,1.89,0.02,6.19,2.25,20040908,86644.3,2.65,47.29,125.62,23.39,0.93,16619
600713,南京医药,医药商业,江苏,27.79,6.94,8.97,1473527.88,1320961.88,71032.31,117182.61,1.31,0.125,3.01,2.31,19960701,47490.01,0.53,4.11,38.04,6.25,0.83,74354
600513,联环药业,化学制药,江苏,57.21,2.85,2.85,103416.9,76542.07,17306.4,32337.35,1.13,0.046,2.94,3.55,20030319,25980.3,0.91,-15.76,4.39,63.92,9.85,19878
